Timestamp,DeviceID,Property,Value,RawTopic
2025-12-06 23:12:32,PIR20,motion_raw,False,/server/53965d6805152d95/PIR20/properties/motion_raw
2025-12-06 23:12:32,M5Stack8,sen55_pm1,0.6,/server/53965d6805152d95/M5Stack8/properties/sen55_pm1
2025-12-06 23:12:32,M5Stack8,sen55_pm2_5,0.7,/server/53965d6805152d95/M5Stack8/properties/sen55_pm2_5
2025-12-06 23:12:32,M5Stack8,sen55_pm4,0.7,/server/53965d6805152d95/M5Stack8/properties/sen55_pm4
2025-12-06 23:12:32,C0A80268-001101,value,25.400000000000002,/server/ba0256a6fea6c174/C0A80268-001101/properties/value
2025-12-06 23:12:32,M5Stack8,sen55_pm10,0.7,/server/53965d6805152d95/M5Stack8/properties/sen55_pm10
2025-12-06 23:12:32,M5Stack8,sen55_temp,28.9,/server/53965d6805152d95/M5Stack8/properties/sen55_temp
2025-12-06 23:12:32,M5Stack8,sen55_hum,23.75,/server/53965d6805152d95/M5Stack8/properties/sen55_hum
2025-12-06 23:12:32,M5Stack8,sen55_voc,222,/server/53965d6805152d95/M5Stack8/properties/sen55_voc
2025-12-06 23:12:32,M5Stack8,sen55_nox,1,/server/53965d6805152d95/M5Stack8/properties/sen55_nox
2025-12-06 23:12:32,M5Stack2,sen55_pm2_5,0.5,/server/53965d6805152d95/M5Stack2/properties/sen55_pm2_5
2025-12-06 23:12:32,M5Stack2,sen55_pm4,0.5,/server/53965d6805152d95/M5Stack2/properties/sen55_pm4
2025-12-06 23:12:32,M5Stack2,sen55_pm10,0.5,/server/53965d6805152d95/M5Stack2/properties/sen55_pm10
2025-12-06 23:12:32,M5Stack2,sen55_temp,29.515,/server/53965d6805152d95/M5Stack2/properties/sen55_temp
2025-12-06 23:12:32,M5Stack2,sen55_hum,23.55,/server/53965d6805152d95/M5Stack2/properties/sen55_hum
2025-12-06 23:12:32,M5Stack2,sen55_voc,155,/server/53965d6805152d95/M5Stack2/properties/sen55_voc
2025-12-06 23:12:32,M5Stack2,sen55_nox,1,/server/53965d6805152d95/M5Stack2/properties/sen55_nox
2025-12-06 23:12:32,M5Stack2,sen55_pm1,0.5,/server/53965d6805152d95/M5Stack2/properties/sen55_pm1
2025-12-06 23:12:32,M5Stack2,sen55_pm2_5,0.5,/server/53965d6805152d95/M5Stack2/properties/sen55_pm2_5
2025-12-06 23:12:32,M5Stack2,sen55_pm4,0.5,/server/53965d6805152d95/M5Stack2/properties/sen55_pm4
2025-12-06 23:12:32,M5Stack2,sen55_pm10,0.5,/server/53965d6805152d95/M5Stack2/properties/sen55_pm10
2025-12-06 23:12:32,M5Stack2,sen55_temp,29.515,/server/53965d6805152d95/M5Stack2/properties/sen55_temp
2025-12-06 23:12:32,M5Stack2,sen55_hum,23.55,/server/53965d6805152d95/M5Stack2/properties/sen55_hum
2025-12-06 23:12:32,M5Stack2,sen55_voc,155,/server/53965d6805152d95/M5Stack2/properties/sen55_voc
2025-12-06 23:12:32,M5Stack2,sen55_nox,1,/server/53965d6805152d95/M5Stack2/properties/sen55_nox
2025-12-06 23:12:32,C0A80267-001101,value,25.1,/server/ba0256a6fea6c174/C0A80267-001101/properties/value
2025-12-06 23:12:32,PIR6,motion_raw,False,/server/53965d6805152d95/PIR6/properties/motion_raw
2025-12-06 23:12:32,PIR18,motion_raw,False,/server/53965d6805152d95/PIR18/properties/motion_raw
2025-12-06 23:12:32,PIR18,motion_raw,False,/server/53965d6805152d95/PIR18/properties/motion_raw
2025-12-06 23:12:32,PIR15,motion_raw,False,/server/53965d6805152d95/PIR15/properties/motion_raw
2025-12-06 23:12:32,PIR15,motion_raw,False,/server/53965d6805152d95/PIR15/properties/motion_raw
2025-12-06 23:12:32,PIR9,motion_raw,False,/server/53965d6805152d95/PIR9/properties/motion_raw
2025-12-06 23:12:32,PIR5,motion_raw,False,/server/53965d6805152d95/PIR5/properties/motion_raw
2025-12-06 23:12:32,PIR3,motion_raw,False,/server/53965d6805152d95/PIR3/properties/motion_raw
2025-12-06 23:12:32,PIR19,motion_raw,False,/server/53965d6805152d95/PIR19/properties/motion_raw
2025-12-06 23:12:32,PIR1,motion_raw,False,/server/53965d6805152d95/PIR1/properties/motion_raw
2025-12-06 23:12:32,PIR2,motion_raw,False,/server/53965d6805152d95/PIR2/properties/motion_raw
2025-12-06 23:12:32,C0A80342-013501,dustValue,0,/server/ba0256a6fea6c174/C0A80342-013501/properties/customF1
2025-12-06 23:12:32,C0A80342-013501,pm25,1024,/server/ba0256a6fea6c174/C0A80342-013501/properties/customF1
2025-12-06 23:12:32,C0A80342-013501,gasContaminationValue,100,/server/ba0256a6fea6c174/C0A80342-013501/properties/customF1
2025-12-06 23:12:32,C0A80342-013501,temperature,20,/server/ba0256a6fea6c174/C0A80342-013501/properties/customF1
2025-12-06 23:12:32,C0A80342-013501,humidity,33,/server/ba0256a6fea6c174/C0A80342-013501/properties/customF1
2025-12-06 23:12:32,C0A80342-013501,illuminanceValue,0,/server/ba0256a6fea6c174/C0A80342-013501/properties/customF1
2025-12-06 23:12:32,C0A80342-013501,totalHumidificationAmount,0,/server/ba0256a6fea6c174/C0A80342-013501/properties/customF1
2025-12-06 23:12:32,PIR18,motion_raw,False,/server/53965d6805152d95/PIR18/properties/motion_raw
2025-12-06 23:12:32,PIR8,motion_raw,False,/server/53965d6805152d95/PIR8/properties/motion_raw
2025-12-06 23:12:32,PIR8,motion_raw,False,/server/53965d6805152d95/PIR8/properties/motion_raw
2025-12-06 23:12:32,PIR8,motion_raw,False,/server/53965d6805152d95/PIR8/properties/motion_raw
2025-12-06 23:12:32,M5Stack10,sen55_pm1,0.2,/server/53965d6805152d95/M5Stack10/properties/sen55_pm1
2025-12-06 23:12:32,PIR22,motion_raw,False,/server/53965d6805152d95/PIR22/properties/motion_raw
2025-12-06 23:12:32,PIR8,motion_raw,False,/server/53965d6805152d95/PIR8/properties/motion_raw
2025-12-06 23:12:33,PIR20,motion_raw,False,/server/53965d6805152d95/PIR20/properties/motion_raw
2025-12-06 23:12:33,M5Stack8,sen55_pm1,0.6,/server/53965d6805152d95/M5Stack8/properties/sen55_pm1
2025-12-06 23:12:33,C0A80368-013001,outsideTemperature,20.75,/server/ba0256a6fea6c174/C0A80368-013001/properties/customF6
2025-12-06 23:12:33,C0A80368-013001,humanDetected,True,/server/ba0256a6fea6c174/C0A80368-013001/properties/customF6
2025-12-06 23:12:33,C0A80368-013001,sunshineSensorData,0,/server/ba0256a6fea6c174/C0A80368-013001/properties/customF6
2025-12-06 23:12:33,C0A80368-013001,blowingOutAirTemperature,0,/server/ba0256a6fea6c174/C0A80368-013001/properties/customF6
2025-12-06 23:12:33,M5Stack8,sen55_pm2_5,0.7,/server/53965d6805152d95/M5Stack8/properties/sen55_pm2_5
2025-12-06 23:12:33,M5Stack8,sen55_pm4,0.7,/server/53965d6805152d95/M5Stack8/properties/sen55_pm4
2025-12-06 23:12:33,M5Stack8,sen55_pm10,0.7,/server/53965d6805152d95/M5Stack8/properties/sen55_pm10
2025-12-06 23:12:33,M5Stack8,sen55_temp,28.9,/server/53965d6805152d95/M5Stack8/properties/sen55_temp
2025-12-06 23:12:33,M5Stack8,sen55_hum,23.75,/server/53965d6805152d95/M5Stack8/properties/sen55_hum
2025-12-06 23:12:33,M5Stack8,sen55_voc,223,/server/53965d6805152d95/M5Stack8/properties/sen55_voc
2025-12-06 23:12:33,M5Stack8,sen55_nox,1,/server/53965d6805152d95/M5Stack8/properties/sen55_nox
2025-12-06 23:12:33,PIR24,motion_raw,False,/server/53965d6805152d95/PIR24/properties/motion_raw
2025-12-06 23:12:33,PIR24,motion_raw,False,/server/53965d6805152d95/PIR24/properties/motion_raw
2025-12-06 23:12:33,C0A80367-013001,instantaneousElectricPowerConsumption,224,/server/ba0256a6fea6c174/C0A80367-013001/properties/instantaneousElectricPowerConsumption
2025-12-06 23:12:33,PIR24,motion_raw,False,/server/53965d6805152d95/PIR24/properties/motion_raw
2025-12-06 23:12:33,PIR10,motion_raw,False,/server/53965d6805152d95/PIR10/properties/motion_raw
2025-12-06 23:12:33,C0A80367-013001,outsideTemperature,21,/server/ba0256a6fea6c174/C0A80367-013001/properties/customF6
2025-12-06 23:12:33,C0A80367-013001,humanDetected,True,/server/ba0256a6fea6c174/C0A80367-013001/properties/customF6
2025-12-06 23:12:33,C0A80367-013001,sunshineSensorData,0,/server/ba0256a6fea6c174/C0A80367-013001/properties/customF6
2025-12-06 23:12:33,C0A80367-013001,blowingOutAirTemperature,0,/server/ba0256a6fea6c174/C0A80367-013001/properties/customF6
2025-12-06 23:12:33,C0A80367-013001,co2Concentration,558,/server/ba0256a6fea6c174/C0A80367-013001/properties/customFA
2025-12-06 23:12:33,PIR10,motion_raw,False,/server/53965d6805152d95/PIR10/properties/motion_raw
2025-12-06 23:12:33,PIR10,motion_raw,False,/server/53965d6805152d95/PIR10/properties/motion_raw
2025-12-06 23:12:33,PIR10,motion_raw,False,/server/53965d6805152d95/PIR10/properties/motion_raw
2025-12-06 23:12:33,PIR10,motion_raw,False,/server/53965d6805152d95/PIR10/properties/motion_raw
2025-12-06 23:12:33,PIR24,motion_raw,False,/server/53965d6805152d95/PIR24/properties/motion_raw
2025-12-06 23:12:33,M5Stack8,scd40_co2,512,/server/53965d6805152d95/M5Stack8/properties/scd40_co2
2025-12-06 23:12:33,M5Stack8,scd40_temp,32.29534,/server/53965d6805152d95/M5Stack8/properties/scd40_temp
2025-12-06 23:12:33,M5Stack8,scd40_hum,23.46227,/server/53965d6805152d95/M5Stack8/properties/scd40_hum
2025-12-06 23:12:33,PIR6,motion_raw,False,/server/53965d6805152d95/PIR6/properties/motion_raw
2025-12-06 23:12:33,PIR11,motion_raw,False,/server/53965d6805152d95/PIR11/properties/motion_raw
2025-12-06 23:12:33,PIR9,motion_raw,False,/server/53965d6805152d95/PIR9/properties/motion_raw
2025-12-06 23:12:33,PIR3,motion_raw,False,/server/53965d6805152d95/PIR3/properties/motion_raw
2025-12-06 23:12:33,M5Stack6,sen55_nox,1,/server/53965d6805152d95/M5Stack6/properties/sen55_nox
2025-12-06 23:12:33,M5Stack6,sen55_pm1,0.4,/server/53965d6805152d95/M5Stack6/properties/sen55_pm1
