timestamp,pir_http,pir2,sound_amp_pir,sound_trig_pir,mic_occupied,door,sound_amp_door,sound_trig_door,scd40_co2,scd40_temp,scd40_hum,sen55_pm1,sen55_pm2_5,sen55_pm4,sen55_pm10,sen55_temp,sen55_hum,sen55_voc,sen55_nox,thermal-1,co2(sensors_sensors1),temperature(sensors_sensors1),humidity(sensors_sensors1),lux(sensors_sensors1),co2(sensors_sensors2),temperature(sensors_sensors2),humidity(sensors_sensors2),lux(sensors_sensors2),co2(sensors_sensors3),temperature(sensors_sensors3),humidity(sensors_sensors3),lux(sensors_sensors3),co2(sensors_sensors4),temperature(sensors_sensors4),humidity(sensors_sensors4),lux(sensors_sensors4),ground_truth
2025-09-08 23:55:09,False,False,3,,True,CLOSED,5,,647,30.1297,54.23209,3.9,4.1,4.1,4.1,26.205,62.66,60,1,False,779,21.92111,81.55947,0,624,24.46861,72.36897,0,699,24.08675,73.61715,0.833333,724,22.55131,78.02396,2.5,0
2025-09-08 23:55:10,False,False,3,,True,CLOSED,6,,647,30.1297,54.23209,3.9,4.1,4.1,4.1,26.205,62.65,60,1,False,781,21.92111,81.44656,0,624,24.46861,72.36897,0,699,24.08675,73.61715,0.833333,724,22.55131,78.02396,2.5,0
2025-09-08 23:55:11,False,False,3,,True,CLOSED,2,,647,30.1297,54.23209,3.9,4.1,4.1,4.1,26.205,62.64,60,1,False,781,21.92111,81.44656,0,624,24.46861,72.36897,0,699,24.08675,73.61715,0.833333,724,22.55131,78.02396,2.5,0
2025-09-08 23:55:12,False,False,3,,True,CLOSED,2,,648,30.12703,54.1558,3.9,4.1,4.1,4.1,26.205,62.63,60,1,False,781,21.92111,81.44656,0,624,24.46861,72.36897,0,701,24.09743,73.49355,0.833333,724,22.55131,78.02396,2.5,0
2025-09-08 23:55:13,False,False,3,,True,CLOSED,1,,648,30.12703,54.1558,3.9,4.1,4.1,4.1,26.205,62.61,60,1,False,781,21.92111,81.44656,0,626,24.49264,72.29267,0,701,24.09743,73.49355,0.833333,724,22.55131,78.02396,2.5,0
2025-09-08 23:55:14,False,False,3,,True,CLOSED,1,,648,30.12703,54.1558,3.9,4.1,4.1,4.1,26.205,62.6,60,1,False,781,21.92111,81.44656,0,626,24.49264,72.29267,0,701,24.09743,73.49355,0.833333,724,22.55131,78.02396,2.5,0
2025-09-08 23:55:15,False,False,3,,True,CLOSED,4,,648,30.12703,54.1558,3.9,4.1,4.1,4.1,26.205,62.58,60,1,False,781,21.87037,81.34127,0,626,24.49264,72.29267,0,701,24.09743,73.49355,0.833333,725,22.55932,77.9736,2.5,0
2025-09-08 23:55:16,False,False,3,,True,CLOSED,2,,648,30.12703,54.1558,3.9,4.1,4.1,4.1,26.205,62.56,60,1,False,781,21.87037,81.34127,0,628,24.48463,72.21637,0,701,24.09743,73.49355,0.833333,725,22.55932,77.9736,2.5,0
2025-09-08 23:55:17,False,False,3,,True,CLOSED,2,,654,30.12169,54.17868,3.9,4.1,4.1,4.1,26.205,62.54,60,1,False,781,21.87037,81.34127,0,628,24.48463,72.21637,0,701,24.09743,73.49355,0.833333,725,22.55932,77.9736,2.5,0
2025-09-08 23:55:18,False,False,3,,True,CLOSED,3,,654,30.12169,54.17868,3.9,4.1,4.1,4.1,26.205,62.54,60,1,False,781,21.87037,81.34127,0,628,24.48463,72.21637,0,700,24.11078,73.45846,0.833333,725,22.55932,77.9736,2.5,0
2025-09-08 23:55:19,False,False,3,,True,CLOSED,1,,654,30.12169,54.17868,3.9,4.1,4.1,4.1,26.205,62.53,60,1,False,781,21.87037,81.34127,0,628,24.48463,72.21637,0,700,24.11078,73.45846,0.833333,725,22.55932,77.9736,2.5,0
2025-09-08 23:55:20,False,False,3,,True,CLOSED,2,,654,30.12169,54.17868,3.9,4.1,4.1,4.1,26.205,62.52,60,1,False,784,21.8677,81.2604,0,628,24.48463,72.21637,0,700,24.11078,73.45846,0.833333,725,22.52728,77.96597,1.666667,0
2025-09-08 23:55:21,False,False,3,,True,CLOSED,4,,654,30.12169,54.17868,3.9,4.1,4.1,4.1,26.205,62.51,60,1,False,784,21.8677,81.2604,0,628,24.45792,72.1416,0,700,24.11078,73.45846,0.833333,725,22.52728,77.96597,1.666667,0
2025-09-08 23:55:22,False,False,3,,True,CLOSED,1,,655,30.12169,54.17868,3.9,4.1,4.1,4.1,26.205,62.5,60,1,False,784,21.8677,81.2604,0,628,24.45792,72.1416,0,700,24.11078,73.45846,0.833333,725,22.52728,77.96597,1.666667,0
2025-09-08 23:55:23,False,False,3,,True,CLOSED,7,,655,30.12169,54.17868,3.9,4.1,4.1,4.1,26.21,62.48,60,1,False,784,21.8677,81.2604,0,628,24.45792,72.1416,0,701,24.11879,73.38064,0.833333,725,22.52728,77.96597,1.666667,0
2025-09-08 23:55:24,False,False,3,,True,CLOSED,2,,655,30.12169,54.17868,3.9,4.1,4.1,4.1,26.21,62.47,60,1,False,784,21.8677,81.2604,0,628,24.45792,72.1416,0,701,24.11879,73.38064,0.833333,725,22.52728,77.96597,1.666667,0
2025-09-08 23:55:25,False,False,3,,True,CLOSED,1,,655,30.12169,54.17868,3.9,4.1,4.1,4.1,26.21,62.46,60,1,False,788,21.8677,81.2604,0,628,24.45792,72.1416,0,701,24.11879,73.38064,0.833333,726,22.53796,77.96597,1.666667,0
2025-09-08 23:55:26,False,False,3,,True,CLOSED,3,,655,30.12169,54.17868,3.9,4,4,4,26.21,62.45,60,1,False,788,21.85969,81.16121,0,628,24.45792,72.1416,0,701,24.11879,73.38064,0.833333,726,22.53796,77.96445,1.666667,0
2025-09-08 23:55:27,False,False,3,,True,CLOSED,2,,660,30.13237,54.09323,3.9,4,4,4,26.21,62.43,60,1,False,788,21.85969,81.16121,0,632,24.32708,72.17517,0,701,24.11879,73.38064,0.833333,726,22.53796,77.96445,1.666667,0
2025-09-08 23:55:28,False,False,3,,True,CLOSED,2,,660,30.13237,54.09323,3.9,4.1,4.1,4.1,26.21,62.42,60,1,False,788,21.85969,81.16121,0,632,24.32708,72.17517,0,705,24.11879,73.34402,0.833333,726,22.53796,77.96445,1.666667,0
2025-09-08 23:55:29,False,False,3,,True,CLOSED,2,,660,30.13237,54.09323,3.9,4.1,4.1,4.1,26.21,62.41,60,1,False,788,21.85969,81.16121,0,632,24.32708,72.17517,0,705,24.11879,73.34402,0.833333,726,22.53796,77.96445,1.666667,0
2025-09-08 23:55:30,False,False,3,,True,CLOSED,1,,660,30.13237,54.09323,3.9,4.1,4.1,4.1,26.21,62.39,60,1,False,788,21.85969,81.16121,0,632,24.32708,72.17517,0,705,24.11879,73.34402,0.833333,727,22.53796,77.96445,1.666667,0
2025-09-08 23:55:31,False,False,3,,True,CLOSED,1,,661,30.13237,54.06119,4,4.2,4.2,4.2,26.21,62.38,60,1,False,789,21.91043,81.07118,0,632,24.32708,72.17517,0,705,24.11879,73.34402,0.833333,727,22.51926,77.86679,2.5,0
2025-09-08 23:55:32,False,False,3,,True,CLOSED,5,,661,30.13237,54.06119,4,4.2,4.2,4.2,26.21,62.37,60,1,False,789,21.91043,81.07118,0,632,24.31907,72.21484,0,705,24.11879,73.34402,0.833333,727,22.51926,77.86679,2.5,0
2025-09-08 23:55:33,False,False,3,,True,CLOSED,1,,661,30.13237,54.06119,4,4.2,4.2,4.2,26.21,62.35,60,1,False,789,21.91043,81.07118,0,632,24.31907,72.21484,0,709,24.11879,73.34402,0.833333,727,22.51926,77.86679,2.5,0
2025-09-08 23:55:34,False,False,3,,True,CLOSED,2,,661,30.13237,54.06119,4,4.2,4.2,4.2,26.21,62.34,60,1,False,789,21.91043,81.07118,0,632,24.31907,72.21484,0,709,24.12947,73.25704,0.833333,727,22.51926,77.86679,2.5,0
2025-09-08 23:55:35,False,False,3,,True,CLOSED,2,,661,30.13237,54.06119,4,4.2,4.2,4.2,26.21,62.32,60,1,False,789,21.91043,81.07118,0,632,24.31907,72.21484,0,709,24.12947,73.25704,0.833333,727,22.51926,77.86679,2.5,0
2025-09-08 23:55:36,False,False,3,,True,CLOSED,1,,663,30.13504,54.04593,4,4.2,4.2,4.2,26.21,62.3,60,1,False,790,21.89174,80.95522,0,632,24.31907,72.21484,0,709,24.12947,73.25704,0.833333,728,22.51659,77.89731,2.5,0
2025-09-08 23:55:37,False,False,3,,True,CLOSED,3,,663,30.13504,54.04593,4,4.2,4.2,4.2,26.21,62.29,60,1,False,790,21.89174,80.95522,0,633,24.31105,72.17365,0,709,24.12947,73.25704,0.833333,728,22.51659,77.89731,2.5,0
2025-09-08 23:55:38,False,False,3,,True,CLOSED,3,,663,30.13504,54.04593,4,4.2,4.2,4.2,26.21,62.27,61,1,False,790,21.89174,80.95522,0,633,24.31105,72.17365,0,709,24.12947,73.25704,0.833333,728,22.51659,77.89731,2.5,0
2025-09-08 23:55:39,False,False,3,,True,CLOSED,2,,663,30.13504,54.04593,4,4.2,4.2,4.2,26.21,62.26,61,1,False,790,21.89174,80.95522,0,633,24.31105,72.17365,0,712,24.12413,73.08614,0.833333,728,22.51659,77.89731,2.5,0
2025-09-08 23:55:40,False,False,3,,True,CLOSED,6,,663,30.13504,54.04593,4.1,4.3,4.3,4.3,26.21,62.25,61,1,False,790,21.89174,80.95522,0,633,24.31105,72.17365,0,712,24.12413,73.08614,0.833333,728,22.51659,77.89731,2.5,0
2025-09-08 23:55:41,False,False,3,,True,CLOSED,2,,663,30.12436,53.96048,4.1,4.3,4.3,4.3,26.21,62.23,61,1,False,793,21.84901,80.95522,0,633,24.31105,72.17365,0,712,24.12413,73.08614,0.833333,728,22.50057,77.82864,2.5,0
2025-09-08 23:55:42,False,False,3,,True,CLOSED,2,,663,30.12436,53.96048,4.1,4.3,4.3,4.3,26.21,62.22,61,1,False,793,21.84901,80.8774,0,633,24.31105,72.17365,0,712,24.12413,73.08614,0.833333,728,22.50057,77.82864,2.5,0
2025-09-08 23:55:43,False,False,3,,True,CLOSED,2,,663,30.12436,53.96048,4.1,4.3,4.3,4.3,26.21,62.21,61,1,False,793,21.84901,80.8774,0,633,24.271,72.15839,0,712,24.12413,73.08614,0.833333,728,22.50057,77.82864,2.5,0
2025-09-08 23:55:44,False,False,3,,True,CLOSED,5,,663,30.12436,53.96048,4.1,4.3,4.3,4.3,26.21,62.19,61,1,False,793,21.84901,80.8774,0,633,24.271,72.15839,0,712,24.15351,73.12581,0.833333,728,22.50057,77.82864,2.5,0
2025-09-08 23:55:45,False,False,3,,True,CLOSED,1,,662,30.11101,53.92996,4.1,4.3,4.3,4.3,26.21,62.17,61,1,False,793,21.84901,80.8774,0,633,24.271,72.15839,0,712,24.15351,73.12581,0.833333,728,22.50057,77.82864,2.5,0
2025-09-08 23:55:46,False,False,3,,True,CLOSED,2,,662,30.11101,53.92996,4,4.2,4.2,4.2,26.21,62.15,61,1,False,793,21.84901,80.8774,0,633,24.271,72.15839,0,712,24.15351,73.12581,0.833333,729,22.47387,77.82864,2.5,0
2025-09-08 23:55:47,False,False,3,,True,CLOSED,7,,662,30.11101,53.92996,4,4.2,4.2,4.2,26.21,62.14,61,1,False,793,21.83299,80.79042,0,633,24.271,72.15839,0,712,24.15351,73.12581,0.833333,729,22.47387,77.76151,2.5,0
2025-09-08 23:55:48,False,False,3,,True,CLOSED,2,,662,30.11101,53.92996,4,4.2,4.2,4.2,26.21,62.12,61,1,False,793,21.83299,80.79042,0,634,24.27901,72.1004,0,712,24.15351,73.12581,0.833333,729,22.47387,77.76151,2.5,0
2025-09-08 23:55:49,False,False,3,,True,CLOSED,2,,662,30.11101,53.92996,4.1,4.2,4.2,4.2,26.21,62.11,61,1,False,793,21.83299,80.79042,0,634,24.27901,72.1004,0,712,24.16953,73.12581,0.833333,729,22.47387,77.76151,2.5,0
2025-09-08 23:55:51,False,False,3,,True,CLOSED,3,,663,30.11902,53.91165,4.1,4.3,4.3,4.3,26.21,62.09,61,1,False,793,21.83299,80.79042,0,634,24.27901,72.1004,0,712,24.16953,73.00832,0.833333,729,22.47387,77.76151,2.5,0
2025-09-08 23:55:52,False,False,3,,True,CLOSED,3,,663,30.11902,53.91165,4.2,4.4,4.4,4.4,26.21,62.07,61,1,False,793,21.83299,80.79042,0,634,24.27901,72.1004,0,712,24.16953,73.00832,0.833333,729,22.47387,77.76151,2.5,0
2025-09-08 23:55:53,False,False,3,,True,CLOSED,1,,663,30.11902,53.91165,4.2,4.4,4.4,4.4,26.21,62.06,61,1,False,793,21.81964,80.7538,0,634,24.27901,72.1004,0,712,24.16953,73.00832,0.833333,730,22.45251,77.72335,1.666667,0
2025-09-08 23:55:54,False,False,3,,True,CLOSED,7,,663,30.11902,53.91165,4.2,4.4,4.4,4.4,26.21,62.05,61,1,False,793,21.81964,80.7538,0,636,24.25231,72.03174,0,712,24.16953,73.00832,0.833333,730,22.45251,77.72335,1.666667,0
2025-09-08 23:55:55,False,False,3,,True,CLOSED,1,,663,30.11902,53.91165,4.3,4.5,4.5,4.5,26.215,62.02,61,1,False,793,21.81964,80.7538,0,636,24.25231,72.03174,0,712,24.16953,73.00832,0.833333,730,22.45251,77.72335,1.666667,0
2025-09-08 23:55:56,False,False,3,,True,CLOSED,2,,664,30.1297,53.84756,4.3,4.5,4.5,4.5,26.215,62.01,61,1,False,793,21.81964,80.7538,0,636,24.25231,72.03174,0,712,24.1722,72.95186,0,730,22.45251,77.72335,1.666667,0
2025-09-08 23:55:57,False,False,3,,True,CLOSED,7,,664,30.1297,53.84756,4.2,4.4,4.4,4.4,26.215,61.99,61,1,False,793,21.81964,80.7538,0,636,24.25231,72.03174,0,712,24.1722,72.95186,0,730,22.45251,77.72335,1.666667,0
2025-09-08 23:55:58,False,False,3,,True,CLOSED,1,,664,30.1297,53.84756,4.3,4.5,4.5,4.5,26.215,61.97,61,1,False,794,21.80629,80.7538,0,636,24.25231,72.03174,0,712,24.1722,72.95186,0,730,22.45251,77.76303,1.666667,0
2025-09-08 23:55:59,False,False,3,,True,CLOSED,4,,664,30.1297,53.84756,4.2,4.5,4.5,4.5,26.215,61.96,61,1,False,794,21.80629,80.70649,0,636,24.25231,72.03174,0,712,24.1722,72.95186,0,730,22.45251,77.76303,1.666667,0
2025-09-08 23:56:00,False,False,3,,True,CLOSED,1,,664,30.1297,53.84756,4.2,4.4,4.4,4.4,26.215,61.95,61,1,False,794,21.80629,80.70649,0,636,24.18288,72.08362,0,712,24.1722,72.95186,0,730,22.45251,77.76303,1.666667,0
2025-09-08 23:56:01,False,False,3,,True,CLOSED,2,,665,30.11368,53.81704,4.2,4.4,4.4,4.4,26.215,61.93,61,1,False,794,21.80629,80.70649,0,636,24.18288,72.08362,0,713,24.18555,72.89998,0.833333,730,22.45251,77.76303,1.666667,0
2025-09-08 23:56:02,False,False,3,,True,CLOSED,1,,665,30.11368,53.81704,4.2,4.4,4.4,4.4,26.215,61.92,61,1,False,794,21.80629,80.70649,0,636,24.18288,72.08362,0,713,24.18555,72.89998,0.833333,730,22.45251,77.76303,1.666667,0
2025-09-08 23:56:03,False,False,3,,True,CLOSED,2,,665,30.11368,53.81704,4.1,4.3,4.3,4.3,26.215,61.9,62,1,False,794,21.80629,80.70649,0,636,24.18288,72.08362,0,713,24.18555,72.89998,0.833333,734,22.43381,77.69436,1.666667,0
2025-09-08 23:56:04,False,False,3,,True,CLOSED,2,,665,30.11368,53.81704,4.1,4.3,4.3,4.3,26.215,61.87,62,1,False,795,21.83299,80.61494,0,636,24.18288,72.08362,0,713,24.18555,72.89998,0.833333,734,22.43381,77.69436,2.5,0
2025-09-08 23:56:05,False,False,3,,True,CLOSED,6,,667,30.11101,53.75296,4.1,4.3,4.3,4.3,26.215,61.85,62,1,False,795,21.83299,80.61494,0,638,24.07874,72.23163,0,713,24.18555,72.89998,0.833333,734,22.43381,77.69436,2.5,0
2025-09-08 23:56:06,False,False,3,,True,CLOSED,1,,667,30.11101,53.75296,4,4.2,4.2,4.2,26.215,61.83,62,1,False,795,21.83299,80.61494,0,638,24.07874,72.23163,0,713,24.19089,72.89998,0.833333,734,22.43381,77.69436,2.5,0
2025-09-08 23:56:07,False,False,3,,True,CLOSED,3,,667,30.11101,53.75296,4,4.2,4.2,4.2,26.215,61.82,62,1,False,795,21.83299,80.61494,0,638,24.07874,72.23163,0,713,24.19089,72.83284,0,734,22.43381,77.69436,2.5,0
2025-09-08 23:56:08,False,False,3,,True,CLOSED,5,,667,30.11101,53.75296,4,4.2,4.2,4.2,26.215,61.8,62,1,False,795,21.83299,80.61494,0,638,24.07874,72.23163,0,713,24.19089,72.83284,0,734,22.43381,77.69436,2.5,0
2025-09-08 23:56:09,False,False,3,,True,CLOSED,1,,667,30.11101,53.75296,4,4.1,4.1,4.1,26.215,61.77,62,1,False,796,21.83299,80.5539,0,638,24.07874,72.23163,0,713,24.19089,72.83284,0,734,22.42046,77.64553,2.5,0
2025-09-08 23:56:10,False,False,3,,True,CLOSED,1,,667,30.11368,53.71939,3.9,4.1,4.1,4.1,26.215,61.76,62,1,False,796,21.83299,80.5539,0,639,24.03868,72.24078,0,713,24.19089,72.83284,0,734,22.42046,77.64553,2.5,0
2025-09-08 23:56:11,False,False,3,,True,CLOSED,2,,667,30.11368,53.71939,3.9,4.1,4.1,4.1,26.215,61.75,62,1,False,796,21.83299,80.5539,0,639,24.03868,72.24078,0,713,24.19089,72.83284,0,734,22.42046,77.64553,2.5,0
2025-09-08 23:56:12,False,False,3,,True,CLOSED,4,,667,30.11368,53.71939,3.8,4,4,4,26.215,61.74,62,1,False,796,21.83299,80.5539,0,639,24.03868,72.24078,0,715,24.20157,72.74586,0,734,22.42046,77.64553,2.5,0
2025-09-08 23:56:13,False,False,3,,True,CLOSED,2,,667,30.11368,53.71939,3.8,4,4,4,26.215,61.72,62,1,False,796,21.83299,80.5539,0,639,24.03868,72.24078,0,715,24.20157,72.74586,0,734,22.42046,77.64553,2.5,0
2025-09-08 23:56:14,False,False,3,,True,CLOSED,4,,667,30.11368,53.71939,3.8,3.9,3.9,3.9,26.215,61.71,62,1,False,798,21.80095,80.35859,0,639,24.03868,72.24078,0,715,24.20157,72.74586,0,737,22.39643,77.62875,2.5,0
2025-09-08 23:56:15,False,False,3,,True,CLOSED,1,,668,30.12169,53.63546,3.7,3.9,3.9,3.9,26.215,61.69,62,1,False,798,21.80095,80.35859,0,640,23.97459,72.24078,0,715,24.20157,72.74586,0,737,22.39643,77.62875,2.5,0
2025-09-08 23:56:16,False,False,3,,True,CLOSED,2,,668,30.12169,53.63546,3.7,3.9,3.9,3.9,26.215,61.67,62,1,False,798,21.80095,80.35859,0,640,23.97459,72.25147,0,715,24.20157,72.74586,0,737,22.39643,77.62875,2.5,0
2025-09-08 23:56:17,False,False,3,,True,CLOSED,1,,668,30.12169,53.63546,3.7,3.9,3.9,3.9,26.215,61.65,62,1,False,798,21.80095,80.35859,0,640,23.97459,72.25147,0,717,24.21225,72.58717,0.833333,737,22.39643,77.62875,2.5,0
2025-09-08 23:56:18,False,False,2,,True,CLOSED,1,,668,30.12169,53.63546,3.7,3.9,3.9,3.9,26.215,61.63,62,1,False,798,21.80095,80.35859,0,640,23.97459,72.25147,0,717,24.21225,72.58717,0.833333,737,22.39643,77.62875,2.5,0
2025-09-08 23:56:19,False,False,2,,True,CLOSED,1,,668,30.12169,53.63546,3.7,3.8,3.8,3.8,26.215,61.6,62,1,False,798,21.80095,80.35859,0,640,23.97459,72.25147,0,717,24.21225,72.58717,0.833333,737,22.39643,77.62875,2.5,0
2025-09-08 23:56:20,False,False,2,,True,CLOSED,1,,668,30.12436,53.57595,3.6,3.8,3.8,3.8,26.215,61.58,62,1,False,798,21.79293,80.2884,0,640,23.97459,72.25147,0,717,24.21225,72.58717,0.833333,737,22.39643,77.62875,2.5,0
2025-09-08 23:56:21,False,False,2,,True,CLOSED,3,,668,30.12436,53.57595,3.6,3.8,3.8,3.8,26.215,61.56,62,1,False,798,21.79293,80.2884,0,640,23.93721,72.2591,0,717,24.21225,72.58717,0.833333,737,22.39643,77.62875,2.5,0
2025-09-08 23:56:22,False,False,2,,True,CLOSED,3,,668,30.12436,53.57595,3.6,3.8,3.8,3.8,26.215,61.54,62,1,False,798,21.79293,80.2884,0,640,23.93721,72.2591,0,718,24.1989,72.54749,0.833333,737,22.39643,77.62875,2.5,0
2025-09-08 23:56:23,False,False,2,,True,CLOSED,3,,668,30.12436,53.57595,3.6,3.7,3.7,3.7,26.215,61.53,62,1,False,798,21.79293,80.2884,0,640,23.93721,72.2591,0,718,24.1989,72.54749,0.833333,737,22.39643,77.62875,2.5,0
2025-09-08 23:56:24,False,False,2,,True,CLOSED,2,,668,30.11635,53.56069,3.6,3.7,3.7,3.7,26.215,61.51,63,1,False,798,21.79293,80.2884,0,640,23.93721,72.2591,0,718,24.1989,72.54749,0.833333,737,22.39643,77.62875,2.5,0
