timestamp,is_closed
2025-08-05 14:17:53,False
2025-08-05 14:17:54,False
2025-08-05 14:17:55,False
2025-08-05 14:17:56,False
2025-08-05 14:17:57,False
2025-08-05 14:17:58,False
2025-08-05 14:17:59,False
2025-08-05 14:18:01,False
2025-08-05 14:18:02,False
2025-08-05 14:18:03,False
2025-08-05 14:18:04,False
2025-08-05 14:18:05,False
2025-08-05 14:18:06,False
2025-08-05 14:18:07,False
2025-08-05 14:18:08,False
2025-08-05 14:18:09,False
2025-08-05 14:18:10,False
2025-08-05 14:18:11,False
2025-08-05 14:18:12,False
2025-08-05 14:18:13,False
2025-08-05 14:18:14,False
2025-08-05 14:18:15,False
2025-08-05 14:18:16,False
2025-08-05 14:18:17,False
2025-08-05 14:18:18,False
2025-08-05 14:18:19,False
2025-08-05 14:18:20,False
2025-08-05 14:18:21,False
2025-08-05 14:18:22,False
2025-08-05 14:18:23,False
2025-08-05 14:18:24,False
2025-08-05 14:18:25,False
2025-08-05 14:18:26,False
2025-08-05 14:18:27,False
2025-08-05 14:18:28,False
2025-08-05 14:18:29,False
2025-08-05 14:18:30,False
2025-08-05 14:18:31,False
2025-08-05 14:18:32,False
2025-08-05 14:18:33,False
2025-08-05 14:18:35,False
2025-08-05 14:18:36,False
2025-08-05 14:18:37,False
2025-08-05 14:18:38,False
2025-08-05 14:18:39,False
2025-08-05 14:18:40,False
2025-08-05 14:18:41,False
2025-08-05 14:18:42,False
2025-08-05 14:18:43,False
2025-08-05 14:18:44,False
2025-08-05 14:18:45,False
2025-08-05 14:18:46,False
2025-08-05 14:18:47,False
2025-08-05 14:18:48,False
2025-08-05 14:18:49,False
2025-08-05 14:18:50,False
2025-08-05 14:18:51,False
2025-08-05 14:18:52,False
2025-08-05 14:18:53,False
2025-08-05 14:18:54,False
2025-08-05 14:18:55,False
2025-08-05 14:18:56,False
2025-08-05 14:18:57,False
2025-08-05 14:18:58,False
2025-08-05 14:18:59,False
2025-08-05 14:19:00,False
2025-08-05 14:19:01,False
2025-08-05 14:19:02,False
2025-08-05 14:19:03,False
2025-08-05 14:19:04,False
2025-08-05 14:19:05,False
2025-08-05 14:19:06,False
2025-08-05 14:19:07,False
2025-08-05 14:19:08,False
2025-08-05 14:19:09,False
2025-08-05 14:19:10,False
2025-08-05 14:19:11,False
2025-08-05 14:19:12,False
2025-08-05 14:19:13,False
2025-08-05 14:19:14,False
2025-08-05 14:19:16,False
2025-08-05 14:19:17,False
2025-08-05 14:19:18,False
2025-08-05 14:19:19,False
2025-08-05 14:19:20,False
2025-08-05 14:19:21,False
2025-08-05 14:19:22,False
2025-08-05 14:19:23,False
2025-08-05 14:19:24,False
2025-08-05 14:19:25,False
2025-08-05 14:19:26,False
2025-08-05 14:19:27,False
2025-08-05 14:19:28,False
2025-08-05 14:19:29,False
2025-08-05 14:19:30,False
2025-08-05 14:19:31,False
2025-08-05 14:19:32,False
2025-08-05 14:19:33,False
2025-08-05 14:19:34,False
2025-08-05 14:19:35,False
2025-08-05 14:19:36,False
2025-08-05 14:19:37,False
2025-08-05 14:19:38,False
2025-08-05 14:19:39,False
2025-08-05 14:19:40,False
2025-08-05 14:19:41,False
2025-08-05 14:19:42,False
2025-08-05 14:19:43,False
2025-08-05 14:19:44,False
2025-08-05 14:19:45,False
2025-08-05 14:19:46,False
2025-08-05 14:19:47,False
2025-08-05 14:19:48,False
2025-08-05 14:19:49,False
2025-08-05 14:19:51,False
2025-08-05 14:19:52,False
2025-08-05 14:19:53,False
2025-08-05 14:19:54,False
2025-08-05 14:19:55,False
2025-08-05 14:19:56,False
2025-08-05 14:19:57,False
2025-08-05 14:19:58,False
2025-08-05 14:19:59,False
2025-08-05 14:20:00,False
2025-08-05 14:20:01,False
2025-08-05 14:20:02,False
2025-08-05 14:20:03,False
2025-08-05 14:20:04,False
2025-08-05 14:20:05,False
2025-08-05 14:20:06,False
2025-08-05 14:20:07,False
2025-08-05 14:20:08,False
2025-08-05 14:20:09,False
2025-08-05 14:20:10,False
2025-08-05 14:20:11,False
2025-08-05 14:20:12,False
2025-08-05 14:20:13,False
2025-08-05 14:20:14,False
2025-08-05 14:20:15,False
2025-08-05 14:20:16,False
2025-08-05 14:20:17,False
2025-08-05 14:20:18,False
2025-08-05 14:20:19,False
2025-08-05 14:20:20,False
2025-08-05 14:20:21,False
2025-08-05 14:20:22,False
2025-08-05 14:20:23,False
2025-08-05 14:20:24,False
2025-08-05 14:20:25,False
2025-08-05 14:20:26,False
2025-08-05 14:20:27,False
2025-08-05 14:20:28,False
2025-08-05 14:20:29,False
2025-08-05 14:20:30,False
2025-08-05 14:20:31,False
2025-08-05 14:20:32,False
2025-08-05 14:20:34,False
2025-08-05 14:20:35,False
2025-08-05 14:20:36,False
2025-08-05 14:20:37,False
2025-08-05 14:20:38,False
2025-08-05 14:20:39,False
2025-08-05 14:20:40,False
2025-08-05 14:20:41,False
2025-08-05 14:20:42,False
2025-08-05 14:20:43,False
2025-08-05 14:20:44,False
2025-08-05 14:20:45,False
2025-08-05 14:20:46,False
2025-08-05 14:20:47,False
2025-08-05 14:20:48,False
2025-08-05 14:20:49,False
2025-08-05 14:20:50,False
2025-08-05 14:20:51,False
2025-08-05 14:20:52,False
2025-08-05 19:29:13,False
2025-08-05 19:29:14,False
2025-08-05 19:29:15,False
