timestamp,PIR,co2(sensors_sensors1),temperature(sensors_sensors1),humidity(sensors_sensors1),lux(sensors_sensors1),co2(sensors_sensors2),temperature(sensors_sensors2),humidity(sensors_sensors2),lux(sensors_sensors2),co2(sensors_sensors3),temperature(sensors_sensors3),humidity(sensors_sensors3),lux(sensors_sensors3),co2(sensors_sensors4),temperature(sensors_sensors4),humidity(sensors_sensors4),lux(sensors_sensors4)
2025-08-06 20:24:21,False,,,,,876,24.13214,60.14801,119.1667,,,,,,,,
2025-08-06 20:24:23,False,,,,,,,,,872,23.44587,62.50401,64.16666,,,,
2025-08-06 20:24:25,False,798,20.12665,71.42138,155,,,,,,,,,,,,
2025-08-06 20:24:25,False,,,,,,,,,,,,,838,18.925,77.31289,138.3333
2025-08-06 20:24:26,False,,,,,878,24.18021,60.18464,119.1667,,,,,,,,
2025-08-06 20:24:28,False,,,,,,,,,872,23.45922,62.43076,64.16666,,,,
2025-08-06 20:24:30,False,798,20.11063,71.41985,155,,,,,,,,,,,,
2025-08-06 20:24:31,False,,,,,,,,,,,,,838,18.8983,77.31747,138.3333
2025-08-06 20:24:32,False,,,,,879,24.16152,60.15412,119.1667,,,,,,,,
2025-08-06 20:24:34,False,,,,,,,,,873,23.45922,62.41245,64.16666,,,,
2025-08-06 20:24:35,False,798,20.06523,71.42596,155,,,,,,,,,,,,
2025-08-06 20:24:36,False,,,,,,,,,,,,,838,18.8983,77.37698,137.5
2025-08-06 20:24:37,False,,,,,880,24.15618,60.16175,119.1667,,,,,,,,
2025-08-06 20:24:39,False,,,,,,,,,874,23.46189,62.38499,64.16666,,,,
2025-08-06 20:24:41,False,798,20.08927,71.43969,155,,,,,,,,,,,,
2025-08-06 20:24:42,False,,,,,,,,,,,,,839,18.88495,77.36629,137.5
2025-08-06 20:24:43,False,,,,,880,24.15618,60.14344,119.1667,,,,,,,,
2025-08-06 20:24:44,False,,,,,,,,,874,23.45922,62.39414,64.16666,,,,
2025-08-06 20:24:46,False,799,20.10262,71.48699,155,,,,,,,,,,,,
2025-08-06 20:24:47,False,,,,,,,,,,,,,841,18.8983,77.4136,137.5
2025-08-06 20:24:48,False,,,,,881,24.12947,60.19379,119.1667,,,,,,,,
2025-08-06 20:24:50,False,,,,,,,,,875,23.47524,62.3682,64.16666,,,,
2025-08-06 20:24:52,False,800,20.04921,71.49157,155,,,,,,,,,,,,
2025-08-06 20:24:53,False,,,,,,,,,,,,,841,18.90097,77.4136,137.5
2025-08-06 20:24:53,False,,,,,881,24.13748,60.1587,119.1667,,,,,,,,
2025-08-06 20:24:55,False,,,,,,,,,876,23.48058,62.35141,65,,,,
2025-08-06 20:24:57,False,799,20.02785,71.55718,155,,,,,,,,,,,,
2025-08-06 20:24:58,False,,,,,,,,,,,,,841,18.89563,77.38918,138.3333
2025-08-06 20:24:59,False,,,,,881,24.14015,60.19532,119.1667,,,,,,,,
2025-08-06 20:25:01,False,,,,,,,,,876,23.48325,62.40788,64.16666,,,,
2025-08-06 20:25:03,False,800,20.05455,71.60601,155,,,,,,,,,,,,
2025-08-06 20:25:03,False,,,,,,,,,,,,,841,18.89563,77.40139,138.3333
2025-08-06 20:25:05,False,,,,,882,24.14015,60.17701,119.1667,,,,,,,,
2025-08-06 20:25:06,False,,,,,,,,,877,23.45655,62.43076,64.16666,,,,
2025-08-06 20:25:08,False,800,20.05455,71.61669,155,,,,,,,,,,,,
2025-08-06 20:25:09,False,,,,,,,,,,,,,844,18.89296,77.4258,137.5
2025-08-06 20:25:10,False,,,,,882,24.12947,60.2121,119.1667,,,,,,,,
2025-08-06 20:25:12,False,,,,,,,,,877,23.46456,62.46128,64.16666,,,,
2025-08-06 20:25:13,False,800,20.05722,71.60601,155,,,,,,,,,,,,
2025-08-06 20:25:14,False,,,,,,,,,,,,,844,18.87427,77.47768,137.5
2025-08-06 20:25:15,False,,,,,882,24.12947,60.2121,119.1667,,,,,,,,
2025-08-06 20:25:17,False,,,,,,,,,877,23.47257,62.43382,64.16666,,,,
2025-08-06 20:25:19,False,802,20.02785,71.62432,155,,,,,,,,,,,,
2025-08-06 20:25:20,False,,,,,,,,,,,,,847,18.89029,77.45174,137.5
2025-08-06 20:25:21,False,,,,,883,24.1268,60.2121,119.1667,,,,,,,,
2025-08-06 20:25:22,False,,,,,,,,,878,23.45655,62.46891,64.16666,,,,
2025-08-06 20:25:24,False,804,20.02785,71.6701,155,,,,,,,,,,,,
2025-08-06 20:25:25,False,,,,,,,,,,,,,846,18.89563,77.47463,137.5
2025-08-06 20:25:26,False,,,,,884,24.14282,60.22278,119.1667,,,,,,,,
2025-08-06 20:25:28,False,,,,,,,,,880,23.46189,62.47959,64.16666,,,,
2025-08-06 20:25:30,False,804,20.05455,71.65026,155,,,,,,,,,,,,
2025-08-06 20:25:30,False,,,,,,,,,,,,,847,18.87427,77.5021,138.3333
2025-08-06 20:25:31,False,,,,,884,24.10811,60.18006,119.1667,,,,,,,,
2025-08-06 20:25:33,False,,,,,,,,,880,23.46189,62.47959,65,,,,
2025-08-06 20:25:35,False,803,20.05455,71.66247,155,,,,,,,,,,,,
2025-08-06 20:25:36,False,,,,,,,,,,,,,848,18.87427,77.51431,138.3333
2025-08-06 20:25:37,False,,,,,884,24.12146,60.23804,120,,,,,,,,
2025-08-06 20:25:39,False,,,,,,,,,879,23.46456,62.47044,65,,,,
2025-08-06 20:25:40,False,804,20.05722,71.63958,155,,,,,,,,,,,,
2025-08-06 20:25:41,False,,,,,,,,,,,,,849,18.8983,77.52346,137.5
2025-08-06 20:25:42,True,,,,,886,24.1268,60.25635,119.1667,,,,,,,,
2025-08-06 20:25:44,False,,,,,,,,,881,23.48859,62.38956,64.16666,,,,
2025-08-06 20:25:46,False,804,20.04654,71.63805,155,,,,,,,,,,,,
2025-08-06 20:25:47,False,,,,,,,,,,,,,850,18.86893,77.53872,137.5
2025-08-06 20:25:48,False,,,,,886,24.11879,60.2472,119.1667,,,,,,,,
2025-08-06 20:25:49,False,,,,,,,,,881,23.48325,62.40788,64.16666,,,,
2025-08-06 20:25:51,False,804,20.05455,71.66247,155,,,,,,,,,,,,
2025-08-06 20:25:52,False,,,,,,,,,,,,,852,18.87694,77.56161,137.5
2025-08-06 20:25:53,False,,,,,887,24.12146,60.28382,119.1667,,,,,,,,
2025-08-06 20:25:55,False,,,,,,,,,880,23.48325,62.36972,64.16666,,,,
2025-08-06 20:25:57,False,805,20.09461,71.66705,155,,,,,,,,,,,,
2025-08-06 20:25:58,False,,,,,,,,,,,,,851,18.88228,77.5494,137.5
2025-08-06 20:25:58,False,,,,,887,24.07607,60.32959,119.1667,,,,,,,,
2025-08-06 20:26:00,False,,,,,,,,,880,23.44587,62.4094,64.16666,,,,
2025-08-06 20:26:02,False,804,20.08393,71.61974,155,,,,,,,,,,,,
2025-08-06 20:26:03,False,,,,,,,,,,,,,851,18.85023,77.56618,138.3333
2025-08-06 20:26:04,False,,,,,887,24.1001,60.34333,119.1667,,,,,,,,
2025-08-06 20:26:06,False,,,,,,,,,880,23.43252,62.50095,64.16666,,,,
2025-08-06 20:26:08,False,805,20.08125,71.59686,155,,,,,,,,,,,,
2025-08-06 20:26:08,False,,,,,,,,,,,,,851,18.84756,77.63943,138.3333
2025-08-06 20:26:09,False,,,,,887,24.08141,60.34027,119.1667,,,,,,,,
2025-08-06 20:26:11,False,,,,,,,,,880,23.43252,62.54826,65,,,,
2025-08-06 20:26:13,False,805,20.08393,71.60906,155,,,,,,,,,,,,
2025-08-06 20:26:14,False,,,,,,,,,,,,,851,18.89029,77.62112,137.5
2025-08-06 20:26:15,False,,,,,888,24.07607,60.35706,119.1667,,,,,,,,
2025-08-06 20:26:17,False,,,,,,,,,881,23.41916,62.5742,64.16666,,,,
2025-08-06 20:26:18,False,805,20.06523,71.68536,155,,,,,,,,,,,,
2025-08-06 20:26:19,False,,,,,,,,,,,,,851,18.8716,77.61196,137.5
2025-08-06 20:26:20,False,,,,,889,24.0547,60.39063,119.1667,,,,,,,,
2025-08-06 20:26:22,False,,,,,,,,,880,23.42183,62.52689,64.16666,,,,
2025-08-06 20:26:24,False,806,20.09461,71.65484,155,,,,,,,,,,,,
2025-08-06 20:26:25,False,,,,,,,,,,,,,851,18.87961,77.61044,137.5
2025-08-06 20:26:26,False,,,,,890,24.08942,60.40589,119.1667,,,,,,,,
2025-08-06 20:26:27,False,,,,,,,,,880,23.44854,62.54215,64.16666,,,,
2025-08-06 20:26:29,False,806,20.12398,71.59075,155,,,,,,,,,,,,
2025-08-06 20:26:30,False,,,,,,,,,,,,,851,18.88495,77.63332,137.5
2025-08-06 20:26:31,False,,,,,890,24.07073,60.40284,119.1667,,,,,,,,
2025-08-06 20:26:33,False,,,,,,,,,880,23.44587,62.47654,64.16666,,,,
2025-08-06 20:26:35,False,807,20.09194,71.59838,155,,,,,,,,,,,,
2025-08-06 20:26:36,False,,,,,,,,,,,,,851,18.89563,77.61959,138.3333
2025-08-06 20:26:36,False,,,,,890,24.09209,60.46082,119.1667,,,,,,,,
2025-08-06 20:26:38,False,,,,,,,,,881,23.43252,62.48264,64.16666,,,,
2025-08-06 20:26:40,False,807,20.0866,71.64263,155,,,,,,,,,,,,
2025-08-06 20:26:41,False,,,,,,,,,,,,,851,18.90631,77.61806,138.3333
2025-08-06 20:26:42,False,,,,,891,24.07607,60.40284,119.1667,,,,,,,,
2025-08-06 20:26:44,False,,,,,,,,,882,23.42985,62.57572,64.16666,,,,
2025-08-06 20:26:46,False,808,20.09461,71.63195,155,,,,,,,,,,,,
2025-08-06 20:26:46,False,,,,,,,,,,,,,851,18.89563,77.644,137.5
2025-08-06 20:26:47,False,,,,,891,24.09743,60.45319,120,,,,,,,,
2025-08-06 20:26:49,False,,,,,,,,,882,23.43786,62.60624,65,,,,
2025-08-06 20:26:51,False,808,20.09728,71.70061,155,,,,,,,,,,,,
2025-08-06 20:26:52,False,,,,,,,,,,,,,851,18.88495,77.66994,137.5
2025-08-06 20:26:53,False,,,,,891,24.06004,60.43641,119.1667,,,,,,,,
2025-08-06 20:26:55,False,,,,,,,,,885,23.43519,62.62455,64.16666,,,,
2025-08-06 20:26:56,False,809,20.08125,71.69909,155,,,,,,,,,,,,
2025-08-06 20:26:57,False,,,,,,,,,,,,,852,18.87961,77.67147,137.5
2025-08-06 20:26:58,False,,,,,892,24.06806,60.43793,119.1667,,,,,,,,
2025-08-06 20:27:00,False,,,,,,,,,886,23.43519,62.48264,64.16666,,,,
2025-08-06 20:27:02,False,809,20.10262,71.7235,155,,,,,,,,,,,,
2025-08-06 20:27:03,False,,,,,,,,,,,,,852,18.89029,77.68215,137.5
2025-08-06 20:27:04,False,,,,,892,24.07073,60.48524,119.1667,,,,,,,,
2025-08-06 20:27:05,False,,,,,,,,,886,23.45121,62.533,64.16666,,,,
2025-08-06 20:27:07,False,811,20.09194,71.72198,155,,,,,,,,,,,,
2025-08-06 20:27:08,False,,,,,,,,,,,,,852,18.91165,77.68978,138.3333
2025-08-06 20:27:09,False,,,,,893,24.07874,60.4593,119.1667,,,,,,,,
2025-08-06 20:27:11,True,,,,,,,,,886,23.46456,62.5452,64.16666,,,,
2025-08-06 20:27:13,True,811,20.05722,71.74181,155,,,,,,,,,,,,
2025-08-06 20:27:13,True,,,,,,,,,,,,,852,18.89296,77.69283,138.3333
2025-08-06 20:27:14,False,,,,,893,24.09476,60.47913,119.1667,,,,,,,,
2025-08-06 20:27:16,False,,,,,,,,,885,23.45655,62.59098,64.16666,,,,
2025-08-06 20:27:18,False,812,20.0412,71.80743,155,,,,,,,,,,,,
2025-08-06 20:27:19,False,,,,,,,,,,,,,853,18.86358,77.79507,137.5
2025-08-06 20:27:20,False,,,,,894,24.06806,60.48371,119.1667,,,,,,,,
2025-08-06 20:27:22,False,,,,,,,,,886,23.46723,62.55589,64.16666,,,,
2025-08-06 20:27:23,False,812,20.05455,71.83185,155,,,,,,,,,,,,
2025-08-06 20:27:24,False,,,,,,,,,,,,,854,18.88228,77.76761,137.5
2025-08-06 20:27:25,False,,,,,895,24.09209,60.5066,119.1667,,,,,,,,
2025-08-06 20:27:27,False,,,,,,,,,886,23.47257,62.53757,65,,,,
2025-08-06 20:27:29,False,812,20.04654,71.86542,155,,,,,,,,,,,,
2025-08-06 20:27:30,False,,,,,,,,,,,,,855,18.88228,77.77982,137.5
2025-08-06 20:27:31,False,,,,,895,24.08942,60.48829,119.1667,,,,,,,,
2025-08-06 20:27:32,False,,,,,,,,,886,23.49393,62.55131,65,,,,
2025-08-06 20:27:34,False,813,20.0412,71.90967,155,,,,,,,,,,,,
2025-08-06 20:27:35,False,,,,,,,,,,,,,856,18.85557,77.7966,137.5
2025-08-06 20:27:36,False,,,,,896,24.08942,60.46082,119.1667,,,,,,,,
2025-08-06 20:27:38,False,,,,,,,,,887,23.4699,62.53757,64.16666,,,,
2025-08-06 20:27:40,False,814,20.05188,71.85474,155,,,,,,,,,,,,
2025-08-06 20:27:40,True,,,,,,,,,,,,,856,18.86893,77.86679,138.3333
2025-08-06 20:27:41,False,,,,,897,24.07607,60.49439,119.1667,,,,,,,,
2025-08-06 20:27:44,True,,,,,,,,,887,23.48592,62.52232,64.16666,,,,
2025-08-06 20:27:45,False,814,20.05722,71.86542,155,,,,,,,,,,,,
2025-08-06 20:27:46,False,,,,,,,,,,,,,860,18.86091,77.88052,138.3333
2025-08-06 20:27:47,False,,,,,897,24.08675,60.51423,119.1667,,,,,,,,
2025-08-06 20:27:49,False,,,,,,,,,887,23.49393,62.52384,64.16666,,,,
2025-08-06 20:27:50,False,815,20.04921,71.88831,155,,,,,,,,,,,,
2025-08-06 20:27:51,False,,,,,,,,,,,,,862,18.87694,77.88968,137.5
2025-08-06 20:27:52,False,,,,,898,24.09209,60.51575,119.1667,,,,,,,,
2025-08-06 20:27:54,False,,,,,,,,,888,23.46456,62.53605,64.16666,,,,
2025-08-06 20:27:56,False,815,20.0412,71.90967,155,,,,,,,,,,,,
2025-08-06 20:27:57,False,,,,,,,,,,,,,862,18.86358,77.85611,137.5
2025-08-06 20:27:58,False,,,,,898,24.08675,60.49592,119.1667,,,,,,,,
2025-08-06 20:27:59,False,,,,,,,,,888,23.45922,62.60166,64.16666,,,,
2025-08-06 20:28:01,False,815,20.03853,71.93256,155,,,,,,,,,,,,
2025-08-06 20:28:02,False,,,,,,,,,,,,,863,18.85824,77.89273,137.5
2025-08-06 20:28:03,False,,,,,898,24.10544,60.52644,119.1667,,,,,,,,
2025-08-06 20:28:05,False,,,,,,,,,888,23.47524,62.60471,65,,,,
2025-08-06 20:28:07,True,816,20.03319,71.96613,155,,,,,,,,,,,,
2025-08-06 20:28:08,True,,,,,,,,,,,,,863,18.85824,77.90494,137.5
2025-08-06 20:28:09,False,,,,,899,24.09209,60.54322,119.1667,,,,,,,,
2025-08-06 20:28:10,False,,,,,,,,,888,23.42985,62.5864,65,,,,
2025-08-06 20:28:12,False,816,20.04921,71.96765,155,,,,,,,,,,,,
2025-08-06 20:28:13,False,,,,,,,,,,,,,863,18.8529,77.92935,138.3333
2025-08-06 20:28:14,False,,,,,900,24.09209,60.54322,119.1667,,,,,,,,
2025-08-06 20:28:16,False,,,,,,,,,887,23.3978,62.72068,64.16666,,,,
2025-08-06 20:28:18,False,816,20.05722,71.92188,155,,,,,,,,,,,,
2025-08-06 20:28:19,False,,,,,,,,,,,,,864,18.88762,77.88815,138.3333
2025-08-06 20:28:19,False,,,,,901,24.07073,60.5951,119.1667,,,,,,,,
2025-08-06 20:28:21,False,,,,,,,,,888,23.39513,62.77714,64.16666,,,,
2025-08-06 20:28:23,False,817,20.02785,71.93103,155,,,,,,,,,,,,
2025-08-06 20:28:24,False,,,,,,,,,,,,,865,18.8529,78.0148,137.5
2025-08-06 20:28:25,False,,,,,901,24.08675,60.55085,119.1667,,,,,,,,
2025-08-06 20:28:27,False,,,,,,,,,888,23.41382,62.80919,64.16666,,,,
2025-08-06 20:28:28,False,817,20.00648,72.04242,155,,,,,,,,,,,,
2025-08-06 20:28:29,False,,,,,,,,,,,,,866,18.86358,78.01328,137.5
2025-08-06 20:28:30,False,,,,,901,24.07874,60.5951,119.1667,,,,,,,,
2025-08-06 20:28:32,False,,,,,,,,,887,23.39246,62.81529,64.16666,,,,
2025-08-06 20:28:34,False,817,20.03319,72.04547,155,,,,,,,,,,,,
2025-08-06 20:28:35,False,,,,,,,,,,,,,867,18.83688,78.05447,137.5
2025-08-06 20:28:36,False,,,,,904,24.08408,60.57832,119.1667,,,,,,,,
2025-08-06 20:28:38,False,,,,,,,,,887,23.3978,62.79698,64.16666,,,,
2025-08-06 20:28:39,False,817,20.03319,72.03326,155,,,,,,,,,,,,
2025-08-06 20:28:40,False,,,,,,,,,,,,,868,18.8529,78.00259,138.3333
2025-08-06 20:28:41,False,,,,,904,24.06004,60.59205,119.1667,,,,,,,,
2025-08-06 20:28:43,False,,,,,,,,,887,23.40314,62.7985,64.16666,,,,
2025-08-06 20:28:45,False,817,20.00114,72.08667,155,,,,,,,,,,,,
2025-08-06 20:28:46,False,,,,,,,,,,,,,869,18.85557,78.02701,138.3333
2025-08-06 20:28:47,False,,,,,905,24.1001,60.59968,119.1667,,,,,,,,
2025-08-06 20:28:48,False,,,,,,,,,887,23.42183,62.81071,65,,,,
2025-08-06 20:28:50,True,820,20.01984,72.1004,155,,,,,,,,,,,,
2025-08-06 20:28:51,False,,,,,,,,,,,,,870,18.85023,78.03922,138.3333
2025-08-06 20:28:52,False,,,,,905,24.09476,60.60731,119.1667,,,,,,,,
2025-08-06 20:28:54,False,,,,,,,,,887,23.42985,62.73747,64.16666,,,,
2025-08-06 20:28:56,False,821,20.00648,72.19043,155,,,,,,,,,,,,
2025-08-06 20:28:56,False,,,,,,,,,,,,,873,18.86091,78.03769,138.3333
2025-08-06 20:28:57,False,,,,,906,24.07073,60.60426,119.1667,,,,,,,,
2025-08-06 20:28:59,False,,,,,,,,,886,23.42985,62.74662,64.16666,,,,
2025-08-06 20:29:01,False,823,19.98245,72.21027,155,,,,,,,,,,,,
2025-08-06 20:29:02,False,,,,,,,,,,,,,873,18.85557,78.05142,137.5
2025-08-06 20:29:03,False,,,,,906,24.1001,60.6363,119.1667,,,,,,,,
2025-08-06 20:29:05,False,,,,,,,,,886,23.41916,62.7451,64.16666,,,,
2025-08-06 20:29:06,False,825,19.99313,72.1889,155,,,,,,,,,,,,
2025-08-06 20:29:07,False,,,,,,,,,,,,,874,18.85557,78.06363,137.5
2025-08-06 20:29:08,False,,,,,907,24.08141,60.63325,119.1667,,,,,,,,
2025-08-06 20:29:10,False,,,,,,,,,886,23.38178,62.81224,64.16666,,,,
2025-08-06 20:29:12,False,825,19.99313,72.22247,155,,,,,,,,,,,,
2025-08-06 20:29:13,False,,,,,,,,,,,,,875,18.84756,78.06516,137.5
2025-08-06 20:29:14,False,,,,,907,24.1001,60.62715,119.1667,,,,,,,,
2025-08-06 20:29:15,False,,,,,,,,,886,23.42183,62.84886,64.16666,,,,
2025-08-06 20:29:17,False,828,19.9958,72.20111,155,,,,,,,,,,,,
2025-08-06 20:29:18,False,,,,,,,,,,,,,875,18.83421,78.12772,138.3333
2025-08-06 20:29:19,False,,,,,908,24.09209,60.64393,120,,,,,,,,
2025-08-06 20:29:21,False,,,,,,,,,886,23.40581,62.84581,64.16666,,,,
2025-08-06 20:29:23,True,827,20.0145,72.14465,155,,,,,,,,,,,,
2025-08-06 20:29:24,False,,,,,,,,,,,,,876,18.8529,78.13687,138.3333
2025-08-06 20:29:24,False,,,,,909,24.10277,60.58137,119.1667,,,,,,,,
2025-08-06 20:29:26,False,,,,,,,,,887,23.34974,62.88243,65,,,,
2025-08-06 20:29:28,False,827,19.99847,72.224,155,,,,,,,,,,,,
2025-08-06 20:29:29,False,,,,,,,,,,,,,877,18.84222,78.18723,138.3333
2025-08-06 20:29:30,False,,,,,909,24.10277,60.59052,119.1667,,,,,,,,
2025-08-06 20:29:32,False,,,,,,,,,887,23.37377,62.9633,64.16666,,,,
2025-08-06 20:29:33,False,828,19.99046,72.19958,155,,,,,,,,,,,,
2025-08-06 20:29:34,False,,,,,,,,,,,,,878,18.83154,78.17654,138.3333
2025-08-06 20:29:35,False,,,,,909,24.12146,60.61189,119.1667,,,,,,,,
2025-08-06 20:29:37,False,,,,,,,,,886,23.33639,63.02129,64.16666,,,,
2025-08-06 20:29:39,False,828,20.00648,72.224,155,,,,,,,,,,,,
2025-08-06 20:29:40,False,,,,,,,,,,,,,878,18.83688,78.1506,138.3333
2025-08-06 20:29:41,False,,,,,909,24.10277,60.59052,119.1667,,,,,,,,
2025-08-06 20:29:43,False,,,,,,,,,886,23.35508,63.00603,64.16666,,,,
2025-08-06 20:29:44,False,828,20.00114,72.21179,155,,,,,,,,,,,,
2025-08-06 20:29:45,False,,,,,,,,,,,,,878,18.86358,78.15823,138.3333
2025-08-06 20:29:46,False,,,,,910,24.10811,60.56458,119.1667,,,,,,,,
2025-08-06 20:29:48,False,,,,,,,,,886,23.33639,62.98314,64.16666,,,,
2025-08-06 20:29:50,False,829,20.00648,72.224,155,,,,,,,,,,,,
2025-08-06 20:29:51,False,,,,,,,,,,,,,879,18.84489,78.1506,137.5
2025-08-06 20:29:52,False,,,,,912,24.13481,60.55848,119.1667,,,,,,,,
2025-08-06 20:29:53,False,,,,,,,,,886,23.33372,62.98314,64.16666,,,,
2025-08-06 20:29:55,False,829,20.01984,72.22552,155,,,,,,,,,,,,
2025-08-06 20:29:56,False,,,,,,,,,,,,,879,18.84222,78.18723,138.3333
2025-08-06 20:29:57,False,,,,,914,24.12413,60.60273,119.1667,,,,,,,,
2025-08-06 20:29:59,False,,,,,,,,,887,23.30968,63.05486,64.16666,,,,
2025-08-06 20:30:00,False,830,20.03853,72.20416,155,,,,,,,,,,,,
2025-08-06 20:30:01,False,,,,,,,,,,,,,882,18.8529,78.19791,138.3333
2025-08-06 20:30:02,False,,,,,915,24.10277,60.56306,119.1667,,,,,,,,
2025-08-06 20:30:04,False,,,,,,,,,889,23.28031,63.05791,64.16666,,,,
2025-08-06 20:30:06,False,831,20.02785,72.17975,155,,,,,,,,,,,,
2025-08-06 20:30:07,False,,,,,,,,,,,,,882,18.8529,78.19791,138.3333
2025-08-06 20:30:08,False,,,,,915,24.10544,60.59052,119.1667,,,,,,,,
2025-08-06 20:30:10,False,,,,,,,,,892,23.28031,63.09605,64.16666,,,,
2025-08-06 20:30:11,False,832,20.04387,72.17059,155,,,,,,,,,,,,
2025-08-06 20:30:12,False,,,,,,,,,,,,,882,18.85824,78.20859,138.3333
2025-08-06 20:30:13,False,,,,,915,24.13481,60.61341,119.1667,,,,,,,,
2025-08-06 20:30:15,False,,,,,,,,,892,23.28565,63.17388,64.16666,,,,
2025-08-06 20:30:17,False,833,20.02785,72.14618,155,,,,,,,,,,,,
2025-08-06 20:30:18,False,,,,,,,,,,,,,884,18.85023,78.21011,138.3333
2025-08-06 20:30:19,False,,,,,915,24.11078,60.6012,119.1667,,,,,,,,
2025-08-06 20:30:20,False,,,,,,,,,893,23.29366,63.10826,64.16666,,,,
2025-08-06 20:30:22,False,833,20.05188,72.14923,155,,,,,,,,,,,,
2025-08-06 20:30:23,False,,,,,,,,,,,,,887,18.86091,78.22079,138.3333
2025-08-06 20:30:24,False,,,,,915,24.10544,60.61799,119.1667,,,,,,,,
2025-08-06 20:30:26,False,,,,,,,,,892,23.33372,63.11589,64.16666,,,,
2025-08-06 20:30:28,False,834,20.04654,72.12482,155,,,,,,,,,,,,
2025-08-06 20:30:29,False,,,,,,,,,,,,,887,18.8529,78.16129,138.3333
2025-08-06 20:30:30,False,,,,,916,24.10544,60.58137,119.1667,,,,,,,,
2025-08-06 20:30:31,False,,,,,,,,,893,23.31235,63.06401,64.16666,,,,
2025-08-06 20:30:33,False,836,20.06523,72.10498,155,,,,,,,,,,,,
2025-08-06 20:30:34,False,,,,,,,,,,,,,888,18.85557,78.18417,138.3333
2025-08-06 20:30:35,False,,,,,916,24.12413,60.59357,119.1667,,,,,,,,
2025-08-06 20:30:37,False,,,,,,,,,893,23.29633,63.11894,64.16666,,,,
2025-08-06 20:30:38,False,837,20.07324,72.11566,155,,,,,,,,,,,,
2025-08-06 20:30:39,False,,,,,,,,,,,,,888,18.84489,78.21011,138.3333
2025-08-06 20:30:40,False,,,,,917,24.15885,60.59052,119.1667,,,,,,,,
2025-08-06 20:30:42,False,,,,,,,,,893,23.28031,63.12505,64.16666,,,,
2025-08-06 20:30:44,False,837,20.0679,72.07141,155,,,,,,,,,,,,
2025-08-06 20:30:45,False,,,,,,,,,,,,,894,18.86893,78.24368,138.3333
2025-08-06 20:30:46,False,,,,,919,24.14282,60.46082,119.1667,,,,,,,,
2025-08-06 20:30:48,False,,,,,,,,,893,23.29099,63.15557,64.16666,,,,
2025-08-06 20:30:49,False,837,20.07057,72.10498,155,,,,,,,,,,,,
2025-08-06 20:30:50,True,,,,,,,,,,,,,894,18.85023,78.23453,137.5
2025-08-06 20:30:51,True,,,,,919,24.16152,60.43641,119.1667,,,,,,,,
2025-08-06 20:30:53,False,,,,,,,,,892,23.299,63.08995,64.16666,,,,
2025-08-06 20:30:55,False,837,20.09995,72.10803,155,,,,,,,,,,,,
2025-08-06 20:30:56,False,,,,,,,,,,,,,894,18.85824,78.26963,138.3333
2025-08-06 20:30:57,False,,,,,919,24.18822,60.43946,119.1667,,,,,,,,
2025-08-06 20:30:58,False,,,,,,,,,891,23.28565,63.09758,64.16666,,,,
2025-08-06 20:31:00,False,838,20.07057,72.09277,155,,,,,,,,,,,,
2025-08-06 20:31:01,False,,,,,,,,,,,,,894,18.86091,78.28031,138.3333
2025-08-06 20:31:03,False,,,,,920,24.20958,60.43336,119.1667,,,,,,,,
2025-08-06 20:31:04,False,,,,,,,,,892,23.28298,63.1342,64.16666,,,,
2025-08-06 20:31:05,False,841,20.07324,72.13855,155,,,,,,,,,,,,
2025-08-06 20:31:06,False,,,,,,,,,,,,,900,18.83154,78.31083,138.3333
2025-08-06 20:31:07,False,,,,,920,24.21492,60.40742,119.1667,,,,,,,,
2025-08-06 20:31:09,False,,,,,,,,,891,23.25628,63.22423,64.16666,,,,
2025-08-06 20:31:11,False,841,20.09194,72.14008,155,,,,,,,,,,,,
2025-08-06 20:31:12,False,,,,,,,,,,,,,900,18.8262,78.31083,138.3333
2025-08-06 20:31:13,False,,,,,920,24.22828,60.43641,120,,,,,,,,
2025-08-06 20:31:15,False,,,,,,,,,891,23.24025,63.29747,64.16666,,,,
2025-08-06 20:31:16,False,843,20.10262,72.10803,155,,,,,,,,,,,,
2025-08-06 20:31:17,False,,,,,,,,,,,,,901,18.82086,78.31236,137.5
2025-08-06 20:31:18,False,,,,,920,24.23095,60.41962,119.1667,,,,,,,,
2025-08-06 20:31:20,False,,,,,,,,,891,23.2536,63.30968,65,,,,
2025-08-06 20:31:22,False,844,20.08125,72.08362,155,,,,,,,,,,,,
2025-08-06 20:31:23,False,,,,,,,,,,,,,901,18.84489,78.31998,137.5
2025-08-06 20:31:24,False,,,,,922,24.22561,60.45472,119.1667,,,,,,,,
2025-08-06 20:31:26,False,,,,,,,,,891,23.26162,63.2639,64.16666,,,,
2025-08-06 20:31:27,False,843,20.08393,72.14008,155,,,,,,,,,,,,
2025-08-06 20:31:28,False,,,,,,,,,,,,,901,18.81552,78.30167,138.3333
2025-08-06 20:31:29,False,,,,,922,24.22561,60.45472,119.1667,,,,,,,,
2025-08-06 20:31:31,False,,,,,,,,,892,23.24025,63.25933,64.16666,,,,
2025-08-06 20:31:33,False,842,20.09194,72.11719,155,,,,,,,,,,,,
2025-08-06 20:31:34,False,,,,,,,,,,,,,902,18.83154,78.34745,138.3333
