feature,importance
sleeping_room__Occupied__std10s__r15m,0.0
sleeping_room__pir2__std10s__r15m,0.0
sleeping_room__sound_trig_door__std10s__r15m,0.0
sleeping_room__sound_amp_door__std10s__r15m,0.0
sleeping_room__door__std10s__r15m,0.0
sleeping_room__sen55_nox__std10s__r15m,0.0
sleeping_room__sen55_voc__std10s__r15m,0.0
sleeping_room__sen55_hum__std10s__r15m,0.0
sleeping_room__sen55_temp__std10s__r15m,0.0
sleeping_room__sen55_pm10__std10s__r15m,0.0
sleeping_room__sen55_pm4__std10s__r15m,0.0
sleeping_room__sen55_pm2_5__std10s__r15m,0.0
sleeping_room__sen55_pm1__std10s__r15m,0.0
sleeping_room__scd40_hum__std10s__r15m,0.0
sleeping_room__scd40_temp__std10s__r15m,0.0
sleeping_room__scd40_co2__std10s__r15m,0.0
sleeping_room__lux(sleeping)__std10s__r15m,0.0
sleeping_room__humidity(sleeping)__std10s__r15m,0.0
sleeping_room__temperature(sleeping)__std10s__r15m,0.0
washitsu__sen55_voc__mean10s__r15m,0.0
washitsu__sen55_hum__mean10s__r15m,0.0
washitsu__sen55_temp__mean10s__r15m,0.0
living__sound_trig_pir__std5s__r15m,0.0
living__Number of People__std5s__r15m,0.0
living__Occupied__std5s__r15m,0.0
living__pir_http_1921682113000702__std5s__r15m,0.0
living__pir_http_1921682113000701__std5s__r15m,0.0
living__pir_http_1921682114000702__std5s__r15m,0.0
living__pir_http_1921682114000701__std5s__r15m,0.0
living__pir_http_1921682115000701__std5s__r15m,0.0
living__pir_http_1921682115000702__std5s__r15m,0.0
living__thermal-1__std5s__r15m,0.0
living__mic_occupied__std5s__r15m,0.0
living__sound_amp_pir__std5s__r15m,0.0
washitsu__sen55_pm10__mean10s__r15m,0.0
living__pir2__std5s__r15m,0.0
living__sound_trig_door__std5s__r15m,0.0
living__sound_amp_door__std5s__r15m,0.0
living__door__std5s__r15m,0.0
living__sen55_nox__std5s__r15m,0.0
living__sen55_voc__std5s__r15m,0.0
living__sen55_hum__std5s__r15m,0.0
living__sen55_temp__std5s__r15m,0.0
living__sen55_pm10__std5s__r15m,0.0
living__sen55_pm4__std5s__r15m,0.0
sleeping_room__pir_http_1921682121000702__std5s__r15m,0.0
sleeping_room__pir_http_1921682121000701__std5s__r15m,0.0
sleeping_room__co2(sleeping)__std5s__r15m,0.0
sleeping_room__temperature(sleeping)__std5s__r15m,0.0
is_occ_sleeping_room__std5s__r15m,0.0
is_occ_washitsu__std5s__r15m,0.0
sleeping_room__Number of People__std5s__r15m,0.0
sleeping_room__Occupied__std5s__r15m,0.0
sleeping_room__pir2__std5s__r15m,0.0
sleeping_room__sound_trig_door__std5s__r15m,0.0
sleeping_room__sound_amp_door__std5s__r15m,0.0
sleeping_room__door__std5s__r15m,0.0
sleeping_room__sen55_nox__std5s__r15m,0.0
sleeping_room__sen55_voc__std5s__r15m,0.0
sleeping_room__sen55_hum__std5s__r15m,0.0
sleeping_room__sen55_temp__std5s__r15m,0.0
sleeping_room__sen55_pm10__std5s__r15m,0.0
sleeping_room__sen55_pm4__std5s__r15m,0.0
sleeping_room__sen55_pm2_5__std5s__r15m,0.0
sleeping_room__sen55_pm1__std5s__r15m,0.0
sleeping_room__scd40_hum__std5s__r15m,0.0
sleeping_room__scd40_temp__std5s__r15m,0.0
sleeping_room__scd40_co2__std5s__r15m,0.0
sleeping_room__lux(sleeping)__std5s__r15m,0.0
sleeping_room__humidity(sleeping)__std5s__r15m,0.0
living__sen55_pm2_5__std5s__r15m,0.0
living__sen55_pm1__std5s__r15m,0.0
living__scd40_hum__std5s__r15m,0.0
washitsu__sound_trig_door__std5s__r15m,0.0
washitsu__door__std5s__r15m,0.0
washitsu__mic_occupied__std5s__r15m,0.0
washitsu__sound_trig_pir__std5s__r15m,0.0
washitsu__sound_amp_pir__std5s__r15m,0.0
washitsu__pir2__std5s__r15m,0.0
washitsu__pir_http_0701__std5s__r15m,0.0
washitsu__pir_http_0702__std5s__r15m,0.0
is_occ_living__mean5s__r15m,0.0
is_occ_sleeping_room__mean5s__r15m,0.0
is_occ_washitsu__mean5s__r15m,0.0
sleeping_room__Number of People__mean5s__r15m,0.0
sleeping_room__Occupied__mean5s__r15m,0.0
sleeping_room__pir2__mean5s__r15m,0.0
sleeping_room__sound_trig_door__mean5s__r15m,0.0
sleeping_room__sound_amp_door__mean5s__r15m,0.0
sleeping_room__door__mean5s__r15m,0.0
sleeping_room__sen55_nox__mean5s__r15m,0.0
sleeping_room__sen55_voc__mean5s__r15m,0.0
sleeping_room__sen55_hum__mean5s__r15m,0.0
sleeping_room__sen55_temp__mean5s__r15m,0.0
sleeping_room__sen55_pm10__mean5s__r15m,0.0
washitsu__sound_amp_door__std5s__r15m,0.0
washitsu__scd40_co2__std5s__r15m,0.0
living__scd40_temp__std5s__r15m,0.0
washitsu__scd40_temp__std5s__r15m,0.0
living__scd40_co2__std5s__r15m,0.0
living__lux(Living3)__std5s__r15m,0.0
living__humidity(Living3)__std5s__r15m,0.0
living__temperature(Living3)__std5s__r15m,0.0
living__co2(Living3)__std5s__r15m,0.0
living__lux(Living2)__std5s__r15m,0.0
living__humidity(Living2)__std5s__r15m,0.0
living__temperature(Living2)__std5s__r15m,0.0
living__co2(Living2)__std5s__r15m,0.0
washitsu__Number of People__std5s__r15m,0.0
washitsu__Occupied__std5s__r15m,0.0
washitsu__thermal-1__std5s__r15m,0.0
washitsu__sen55_nox__std5s__r15m,0.0
washitsu__sen55_voc__std5s__r15m,0.0
washitsu__sen55_hum__std5s__r15m,0.0
washitsu__sen55_temp__std5s__r15m,0.0
washitsu__sen55_pm10__std5s__r15m,0.0
washitsu__sen55_pm4__std5s__r15m,0.0
washitsu__sen55_pm2_5__std5s__r15m,0.0
washitsu__sen55_pm1__std5s__r15m,0.0
washitsu__scd40_hum__std5s__r15m,0.0
is_occ_living__std5s__r15m,0.0
washitsu__pir_http_0702__diff5s__r15m,0.0
washitsu__pir_http_0701__diff5s__r15m,0.0
sleeping_room__door__diff5s__r15m,0.0
sleeping_room__sen55_voc__diff5s__r15m,0.0
sleeping_room__sen55_hum__diff5s__r15m,0.0
sleeping_room__sen55_temp__diff5s__r15m,0.0
sleeping_room__sen55_pm10__diff5s__r15m,0.0
sleeping_room__sen55_pm4__diff5s__r15m,0.0
sleeping_room__sen55_pm2_5__diff5s__r15m,0.0
sleeping_room__sen55_pm1__diff5s__r15m,0.0
sleeping_room__scd40_hum__diff5s__r15m,0.0
sleeping_room__scd40_temp__diff5s__r15m,0.0
sleeping_room__scd40_co2__diff5s__r15m,0.0
sleeping_room__lux(sleeping)__diff5s__r15m,0.0
sleeping_room__humidity(sleeping)__diff5s__r15m,0.0
sleeping_room__temperature(sleeping)__diff5s__r15m,0.0
sleeping_room__co2(sleeping)__diff5s__r15m,0.0
sleeping_room__pir_http_1921682121000701__diff5s__r15m,0.0
sleeping_room__pir_http_1921682121000702__diff5s__r15m,0.0
living__Number of People__diff5s__r15m,0.0
living__Occupied__diff5s__r15m,0.0
living__pir_http_1921682113000702__diff5s__r15m,0.0
living__pir_http_1921682113000701__diff5s__r15m,0.0
living__pir_http_1921682114000702__diff5s__r15m,0.0
sleeping_room__sen55_nox__diff5s__r15m,0.0
sleeping_room__sound_amp_door__diff5s__r15m,0.0
living__pir_http_1921682115000701__diff5s__r15m,0.0
sleeping_room__sound_trig_door__diff5s__r15m,0.0
washitsu__sen55_pm4__mean10s__r15m,0.0
washitsu__sen55_pm2_5__mean10s__r15m,0.0
washitsu__sen55_pm1__mean10s__r15m,0.0
washitsu__scd40_hum__mean10s__r15m,0.0
washitsu__scd40_temp__mean10s__r15m,0.0
washitsu__scd40_co2__mean10s__r15m,0.0
washitsu__sound_trig_door__mean10s__r15m,0.0
washitsu__sound_amp_door__mean10s__r15m,0.0
washitsu__door__mean10s__r15m,0.0
washitsu__mic_occupied__mean10s__r15m,0.0
washitsu__sound_trig_pir__mean10s__r15m,0.0
washitsu__sound_amp_pir__mean10s__r15m,0.0
washitsu__pir2__mean10s__r15m,0.0
washitsu__pir_http_0701__mean10s__r15m,0.0
washitsu__pir_http_0702__mean10s__r15m,0.0
is_occ_living__diff5s__r15m,0.0
is_occ_sleeping_room__diff5s__r15m,0.0
is_occ_washitsu__diff5s__r15m,0.0
sleeping_room__Number of People__diff5s__r15m,0.0
sleeping_room__Occupied__diff5s__r15m,0.0
sleeping_room__pir2__diff5s__r15m,0.0
living__pir_http_1921682114000701__diff5s__r15m,0.0
living__pir_http_1921682115000702__diff5s__r15m,0.0
washitsu__pir2__diff5s__r15m,0.0
living__humidity(Living2)__diff5s__r15m,0.0
living__co2(Living2)__diff5s__r15m,0.0
washitsu__Number of People__diff5s__r15m,0.0
washitsu__Occupied__diff5s__r15m,0.0
washitsu__thermal-1__diff5s__r15m,0.0
washitsu__sen55_nox__diff5s__r15m,0.0
washitsu__sen55_voc__diff5s__r15m,0.0
washitsu__sen55_hum__diff5s__r15m,0.0
washitsu__sen55_temp__diff5s__r15m,0.0
washitsu__sen55_pm10__diff5s__r15m,0.0
washitsu__sen55_pm4__diff5s__r15m,0.0
washitsu__sen55_pm2_5__diff5s__r15m,0.0
washitsu__sen55_pm1__diff5s__r15m,0.0
washitsu__scd40_hum__diff5s__r15m,0.0
washitsu__scd40_temp__diff5s__r15m,0.0
washitsu__scd40_co2__diff5s__r15m,0.0
washitsu__sound_trig_door__diff5s__r15m,0.0
washitsu__sound_amp_door__diff5s__r15m,0.0
washitsu__door__diff5s__r15m,0.0
washitsu__mic_occupied__diff5s__r15m,0.0
washitsu__sound_trig_pir__diff5s__r15m,0.0
washitsu__sound_amp_pir__diff5s__r15m,0.0
living__temperature(Living2)__diff5s__r15m,0.0
living__lux(Living2)__diff5s__r15m,0.0
living__thermal-1__diff5s__r15m,0.0
living__co2(Living3)__diff5s__r15m,0.0
living__mic_occupied__diff5s__r15m,0.0
living__sound_trig_pir__diff5s__r15m,0.0
living__sound_amp_pir__diff5s__r15m,0.0
living__pir2__diff5s__r15m,0.0
living__sound_trig_door__diff5s__r15m,0.0
living__sound_amp_door__diff5s__r15m,0.0
living__door__diff5s__r15m,0.0
living__sen55_nox__diff5s__r15m,0.0
living__sen55_voc__diff5s__r15m,0.0
living__sen55_hum__diff5s__r15m,0.0
living__sen55_temp__diff5s__r15m,0.0
living__sen55_pm10__diff5s__r15m,0.0
living__sen55_pm4__diff5s__r15m,0.0
living__sen55_pm2_5__diff5s__r15m,0.0
living__sen55_pm1__diff5s__r15m,0.0
living__scd40_hum__diff5s__r15m,0.0
living__scd40_temp__diff5s__r15m,0.0
living__scd40_co2__diff5s__r15m,0.0
living__lux(Living3)__diff5s__r15m,0.0
living__humidity(Living3)__diff5s__r15m,0.0
living__temperature(Living3)__diff5s__r15m,0.0
sleeping_room__sen55_pm2_5__diff30s__r5s,0.0
sleeping_room__sen55_pm1__diff30s__r5s,0.0
sleeping_room__scd40_hum__diff30s__r5s,0.0
living__humidity(Living3)__diff5s__r5s,0.0
living__sen55_hum__diff5s__r5s,0.0
living__sen55_temp__diff5s__r5s,0.0
living__sen55_pm10__diff5s__r5s,0.0
living__sen55_pm4__diff5s__r5s,0.0
living__sen55_pm2_5__diff5s__r5s,0.0
living__sen55_pm1__diff5s__r5s,0.0
living__scd40_hum__diff5s__r5s,0.0
living__scd40_temp__diff5s__r5s,0.0
living__scd40_co2__diff5s__r5s,0.0
living__lux(Living3)__diff5s__r5s,0.0
living__temperature(Living3)__diff5s__r5s,0.0
sleeping_room__scd40_hum__diff5s__r5s,0.0
living__co2(Living3)__diff5s__r5s,0.0
living__lux(Living2)__diff5s__r5s,0.0
living__humidity(Living2)__diff5s__r5s,0.0
living__temperature(Living2)__diff5s__r5s,0.0
living__co2(Living2)__diff5s__r5s,0.0
washitsu__Number of People__diff5s__r5s,0.0
washitsu__Occupied__diff5s__r5s,0.0
washitsu__thermal-1__diff5s__r5s,0.0
washitsu__sen55_nox__diff5s__r5s,0.0
washitsu__sen55_voc__diff5s__r5s,0.0
living__sen55_voc__diff5s__r5s,0.0
living__sen55_nox__diff5s__r5s,0.0
living__door__diff5s__r5s,0.0
living__sound_amp_door__diff5s__r5s,0.0
sleeping_room__scd40_co2__diff5s__r5s,0.0
sleeping_room__lux(sleeping)__diff5s__r5s,0.0
sleeping_room__humidity(sleeping)__diff5s__r5s,0.0
sleeping_room__temperature(sleeping)__diff5s__r5s,0.0
sleeping_room__co2(sleeping)__diff5s__r5s,0.0
sleeping_room__pir_http_1921682121000701__diff5s__r5s,0.0
sleeping_room__pir_http_1921682121000702__diff5s__r5s,0.0
living__Number of People__diff5s__r5s,0.0
living__Occupied__diff5s__r5s,0.0
living__pir_http_1921682113000702__diff5s__r5s,0.0
living__pir_http_1921682113000701__diff5s__r5s,0.0
living__pir_http_1921682114000702__diff5s__r5s,0.0
living__pir_http_1921682114000701__diff5s__r5s,0.0
living__pir_http_1921682115000701__diff5s__r5s,0.0
living__pir_http_1921682115000702__diff5s__r5s,0.0
living__thermal-1__diff5s__r5s,0.0
living__mic_occupied__diff5s__r5s,0.0
living__sound_trig_pir__diff5s__r5s,0.0
living__sound_amp_pir__diff5s__r5s,0.0
living__pir2__diff5s__r5s,0.0
living__sound_trig_door__diff5s__r5s,0.0
washitsu__sen55_hum__diff5s__r5s,0.0
washitsu__sen55_temp__diff5s__r5s,0.0
washitsu__sen55_pm10__diff5s__r5s,0.0
sleeping_room__sen55_nox__std5s__r5s,0.0
sleeping_room__sen55_hum__std5s__r5s,0.0
sleeping_room__sen55_temp__std5s__r5s,0.0
sleeping_room__sen55_pm10__std5s__r5s,0.0
sleeping_room__sen55_pm4__std5s__r5s,0.0
sleeping_room__sen55_pm2_5__std5s__r5s,0.0
sleeping_room__sen55_pm1__std5s__r5s,0.0
sleeping_room__scd40_hum__std5s__r5s,0.0
sleeping_room__scd40_temp__std5s__r5s,0.0
sleeping_room__scd40_co2__std5s__r5s,0.0
sleeping_room__lux(sleeping)__std5s__r5s,0.0
sleeping_room__humidity(sleeping)__std5s__r5s,0.0
sleeping_room__temperature(sleeping)__std5s__r5s,0.0
sleeping_room__co2(sleeping)__std5s__r5s,0.0
sleeping_room__pir_http_1921682121000701__std5s__r5s,0.0
sleeping_room__pir_http_1921682121000702__std5s__r5s,0.0
living__Number of People__std5s__r5s,0.0
living__Occupied__std5s__r5s,0.0
living__pir_http_1921682113000702__std5s__r5s,0.0
living__pir_http_1921682113000701__std5s__r5s,0.0
living__pir_http_1921682114000702__std5s__r5s,0.0
living__pir_http_1921682114000701__std5s__r5s,0.0
sleeping_room__sen55_voc__std5s__r5s,0.0
sleeping_room__door__std5s__r5s,0.0
washitsu__sen55_pm4__diff5s__r5s,0.0
sleeping_room__sound_amp_door__std5s__r5s,0.0
washitsu__sen55_pm2_5__diff5s__r5s,0.0
washitsu__sen55_pm1__diff5s__r5s,0.0
washitsu__scd40_hum__diff5s__r5s,0.0
washitsu__scd40_temp__diff5s__r5s,0.0
washitsu__scd40_co2__diff5s__r5s,0.0
washitsu__sound_trig_door__diff5s__r5s,0.0
washitsu__sound_amp_door__diff5s__r5s,0.0
washitsu__door__diff5s__r5s,0.0
washitsu__mic_occupied__diff5s__r5s,0.0
washitsu__sound_trig_pir__diff5s__r5s,0.0
washitsu__sound_amp_pir__diff5s__r5s,0.0
washitsu__pir2__diff5s__r5s,0.0
washitsu__pir_http_0701__diff5s__r5s,0.0
washitsu__pir_http_0702__diff5s__r5s,0.0
is_occ_living__std5s__r5s,0.0
is_occ_sleeping_room__std5s__r5s,0.0
is_occ_washitsu__std5s__r5s,0.0
sleeping_room__Number of People__std5s__r5s,0.0
sleeping_room__Occupied__std5s__r5s,0.0
sleeping_room__pir2__std5s__r5s,0.0
sleeping_room__sound_trig_door__std5s__r5s,0.0
sleeping_room__scd40_temp__diff5s__r5s,0.0
sleeping_room__sen55_pm1__diff5s__r5s,0.0
is_occ_living__mean10s__r5s,0.0
living__sound_amp_pir__mean10s__r5s,0.0
living__Occupied__mean10s__r5s,0.0
living__pir_http_1921682113000702__mean10s__r5s,0.0
living__pir_http_1921682113000701__mean10s__r5s,0.0
living__pir_http_1921682114000702__mean10s__r5s,0.0
living__pir_http_1921682114000701__mean10s__r5s,0.0
living__pir_http_1921682115000701__mean10s__r5s,0.0
living__pir_http_1921682115000702__mean10s__r5s,0.0
living__thermal-1__mean10s__r5s,0.0
living__mic_occupied__mean10s__r5s,0.0
living__sound_trig_pir__mean10s__r5s,0.0
living__pir2__mean10s__r5s,0.0
sleeping_room__sen55_pm2_5__diff5s__r5s,0.0
living__sound_trig_door__mean10s__r5s,0.0
living__sound_amp_door__mean10s__r5s,0.0
living__door__mean10s__r5s,0.0
living__sen55_nox__mean10s__r5s,0.0
living__sen55_voc__mean10s__r5s,0.0
living__sen55_hum__mean10s__r5s,0.0
living__sen55_temp__mean10s__r5s,0.0
living__sen55_pm10__mean10s__r5s,0.0
living__sen55_pm4__mean10s__r5s,0.0
living__sen55_pm2_5__mean10s__r5s,0.0
living__Number of People__mean10s__r5s,0.0
sleeping_room__pir_http_1921682121000702__mean10s__r5s,0.0
sleeping_room__pir_http_1921682121000701__mean10s__r5s,0.0
sleeping_room__co2(sleeping)__mean10s__r5s,0.0
is_occ_washitsu__mean10s__r5s,0.0
sleeping_room__Number of People__mean10s__r5s,0.0
sleeping_room__Occupied__mean10s__r5s,0.0
sleeping_room__pir2__mean10s__r5s,0.0
sleeping_room__sound_trig_door__mean10s__r5s,0.0
sleeping_room__sound_amp_door__mean10s__r5s,0.0
sleeping_room__door__mean10s__r5s,0.0
sleeping_room__sen55_nox__mean10s__r5s,0.0
sleeping_room__sen55_voc__mean10s__r5s,0.0
sleeping_room__sen55_hum__mean10s__r5s,0.0
sleeping_room__sen55_temp__mean10s__r5s,0.0
sleeping_room__sen55_pm10__mean10s__r5s,0.0
sleeping_room__sen55_pm4__mean10s__r5s,0.0
sleeping_room__sen55_pm2_5__mean10s__r5s,0.0
sleeping_room__sen55_pm1__mean10s__r5s,0.0
sleeping_room__scd40_hum__mean10s__r5s,0.0
sleeping_room__scd40_temp__mean10s__r5s,0.0
sleeping_room__scd40_co2__mean10s__r5s,0.0
sleeping_room__lux(sleeping)__mean10s__r5s,0.0
sleeping_room__humidity(sleeping)__mean10s__r5s,0.0
sleeping_room__temperature(sleeping)__mean10s__r5s,0.0
living__sen55_pm1__mean10s__r5s,0.0
living__scd40_hum__mean10s__r5s,0.0
living__scd40_temp__mean10s__r5s,0.0
washitsu__sound_amp_door__mean10s__r5s,0.0
washitsu__mic_occupied__mean10s__r5s,0.0
washitsu__sound_trig_pir__mean10s__r5s,0.0
washitsu__sound_amp_pir__mean10s__r5s,0.0
washitsu__pir2__mean10s__r5s,0.0
washitsu__pir_http_0701__mean10s__r5s,0.0
washitsu__pir_http_0702__mean10s__r5s,0.0
is_occ_living__diff5s__r5s,0.0
is_occ_sleeping_room__diff5s__r5s,0.0
is_occ_washitsu__diff5s__r5s,0.0
sleeping_room__Number of People__diff5s__r5s,0.0
sleeping_room__Occupied__diff5s__r5s,0.0
sleeping_room__pir2__diff5s__r5s,0.0
sleeping_room__sound_trig_door__diff5s__r5s,0.0
sleeping_room__sound_amp_door__diff5s__r5s,0.0
sleeping_room__door__diff5s__r5s,0.0
sleeping_room__sen55_nox__diff5s__r5s,0.0
sleeping_room__sen55_voc__diff5s__r5s,0.0
sleeping_room__sen55_hum__diff5s__r5s,0.0
sleeping_room__sen55_temp__diff5s__r5s,0.0
sleeping_room__sen55_pm10__diff5s__r5s,0.0
sleeping_room__sen55_pm4__diff5s__r5s,0.0
washitsu__door__mean10s__r5s,0.0
washitsu__sound_trig_door__mean10s__r5s,0.0
living__scd40_co2__mean10s__r5s,0.0
washitsu__scd40_co2__mean10s__r5s,0.0
living__lux(Living3)__mean10s__r5s,0.0
living__humidity(Living3)__mean10s__r5s,0.0
living__temperature(Living3)__mean10s__r5s,0.0
living__co2(Living3)__mean10s__r5s,0.0
living__lux(Living2)__mean10s__r5s,0.0
living__humidity(Living2)__mean10s__r5s,0.0
living__temperature(Living2)__mean10s__r5s,0.0
living__co2(Living2)__mean10s__r5s,0.0
washitsu__Number of People__mean10s__r5s,0.0
washitsu__Occupied__mean10s__r5s,0.0
washitsu__thermal-1__mean10s__r5s,0.0
washitsu__sen55_nox__mean10s__r5s,0.0
washitsu__sen55_voc__mean10s__r5s,0.0
washitsu__sen55_hum__mean10s__r5s,0.0
washitsu__sen55_temp__mean10s__r5s,0.0
washitsu__sen55_pm10__mean10s__r5s,0.0
washitsu__sen55_pm4__mean10s__r5s,0.0
washitsu__sen55_pm2_5__mean10s__r5s,0.0
washitsu__sen55_pm1__mean10s__r5s,0.0
washitsu__scd40_hum__mean10s__r5s,0.0
washitsu__scd40_temp__mean10s__r5s,0.0
living__pir_http_1921682115000701__std5s__r5s,0.0
living__pir_http_1921682115000702__std5s__r5s,0.0
living__thermal-1__std5s__r5s,0.0
sleeping_room__Number of People__r5s,0.0
washitsu__door__mean5s__r5s,0.0
washitsu__mic_occupied__mean5s__r5s,0.0
washitsu__sound_trig_pir__mean5s__r5s,0.0
washitsu__sound_amp_pir__mean5s__r5s,0.0
washitsu__pir2__mean5s__r5s,0.0
washitsu__pir_http_0701__mean5s__r5s,0.0
washitsu__pir_http_0702__mean5s__r5s,0.0
is_occ_living__r5s,0.0
is_occ_sleeping_room__r5s,0.0
is_occ_washitsu__r5s,0.0
sleeping_room__Occupied__r5s,0.0
living__mic_occupied__std5s__r5s,0.0
sleeping_room__sound_trig_door__r5s,0.0
sleeping_room__sound_amp_door__r5s,0.0
sleeping_room__door__r5s,0.0
sleeping_room__sen55_nox__r5s,0.0
sleeping_room__sen55_voc__r5s,0.0
sleeping_room__sen55_hum__r5s,0.0
sleeping_room__sen55_temp__r5s,0.0
sleeping_room__sen55_pm10__r5s,0.0
sleeping_room__sen55_pm4__r5s,0.0
sleeping_room__sen55_pm2_5__r5s,0.0
washitsu__sound_amp_door__mean5s__r5s,0.0
washitsu__sound_trig_door__mean5s__r5s,0.0
washitsu__scd40_co2__mean5s__r5s,0.0
washitsu__scd40_temp__mean5s__r5s,0.0
living__scd40_co2__mean5s__r5s,0.0
living__lux(Living3)__mean5s__r5s,0.0
living__humidity(Living3)__mean5s__r5s,0.0
living__temperature(Living3)__mean5s__r5s,0.0
living__co2(Living3)__mean5s__r5s,0.0
living__lux(Living2)__mean5s__r5s,0.0
living__humidity(Living2)__mean5s__r5s,0.0
living__temperature(Living2)__mean5s__r5s,0.0
living__co2(Living2)__mean5s__r5s,0.0
washitsu__Number of People__mean5s__r5s,0.0
washitsu__Occupied__mean5s__r5s,0.0
washitsu__thermal-1__mean5s__r5s,0.0
washitsu__sen55_nox__mean5s__r5s,0.0
washitsu__sen55_voc__mean5s__r5s,0.0
washitsu__sen55_hum__mean5s__r5s,0.0
washitsu__sen55_temp__mean5s__r5s,0.0
washitsu__sen55_pm10__mean5s__r5s,0.0
washitsu__sen55_pm4__mean5s__r5s,0.0
washitsu__sen55_pm2_5__mean5s__r5s,0.0
washitsu__sen55_pm1__mean5s__r5s,0.0
washitsu__scd40_hum__mean5s__r5s,0.0
sleeping_room__sen55_pm1__r5s,0.0
sleeping_room__scd40_hum__r5s,0.0
sleeping_room__scd40_temp__r5s,0.0
living__humidity(Living3)__r5s,0.0
living__co2(Living3)__r5s,0.0
living__lux(Living2)__r5s,0.0
living__humidity(Living2)__r5s,0.0
living__temperature(Living2)__r5s,0.0
living__co2(Living2)__r5s,0.0
washitsu__Number of People__r5s,0.0
washitsu__Occupied__r5s,0.0
washitsu__sen55_nox__r5s,0.0
washitsu__sen55_voc__r5s,0.0
washitsu__sen55_hum__r5s,0.0
washitsu__sen55_temp__r5s,0.0
washitsu__sen55_pm10__r5s,0.0
washitsu__sen55_pm4__r5s,0.0
washitsu__sen55_pm2_5__r5s,0.0
washitsu__sen55_pm1__r5s,0.0
washitsu__scd40_hum__r5s,0.0
washitsu__scd40_temp__r5s,0.0
washitsu__scd40_co2__r5s,0.0
washitsu__sound_trig_door__r5s,0.0
washitsu__sound_amp_door__r5s,0.0
washitsu__door__r5s,0.0
living__temperature(Living3)__r5s,0.0
living__lux(Living3)__r5s,0.0
sleeping_room__scd40_co2__r5s,0.0
living__scd40_co2__r5s,0.0
sleeping_room__lux(sleeping)__r5s,0.0
sleeping_room__humidity(sleeping)__r5s,0.0
sleeping_room__temperature(sleeping)__r5s,0.0
sleeping_room__co2(sleeping)__r5s,0.0
living__Number of People__r5s,0.0
living__Occupied__r5s,0.0
living__mic_occupied__r5s,0.0
living__sound_amp_pir__r5s,0.0
living__sound_trig_door__r5s,0.0
living__sound_amp_door__r5s,0.0
living__door__r5s,0.0
living__sen55_nox__r5s,0.0
living__sen55_voc__r5s,0.0
living__sen55_hum__r5s,0.0
living__sen55_temp__r5s,0.0
living__sen55_pm10__r5s,0.0
living__sen55_pm4__r5s,0.0
living__sen55_pm2_5__r5s,0.0
living__sen55_pm1__r5s,0.0
living__scd40_hum__r5s,0.0
living__scd40_temp__r5s,0.0
living__scd40_temp__mean5s__r5s,0.0
living__scd40_hum__mean5s__r5s,0.0
living__sen55_pm1__mean5s__r5s,0.0
living__temperature(Living2)__std5s__r5s,0.0
washitsu__Number of People__std5s__r5s,0.0
washitsu__Occupied__std5s__r5s,0.0
washitsu__thermal-1__std5s__r5s,0.0
washitsu__sen55_nox__std5s__r5s,0.0
